year,raw_name,concept,harmonized_name,manual_review_needed,original_label,review_status,reviewer_notes,final_harmonized_name,final_values_recode
2002,QN12_21,political_attitudes,political_attitudes,YES - Long/complex label,Q.12 What do you think are the two most important health care issues for the government to address?- Cost of drugs/prescription drugs (paying fro rx),PENDING,,political_attitudes,
2002,QN12_22,political_attitudes,political_attitudes,YES - Long/complex label,Q.12 What do you think are the two most important health care issues for the government to address?- Cost/high cost (affordability/bills) (n.s.),PENDING,,political_attitudes,
2002,QN12_23,political_attitudes,political_attitudes,YES - Long/complex label,Q.12 What do you think are the two most important health care issues for the government to address?- Cost of healthcare/health services,PENDING,,political_attitudes,
2002,QN12_24,political_attitudes,political_attitudes,YES - Long/complex label,Q.12 What do you think are the two most important health care issues for the government to address?- Cost of doctors (affording to go to doctor),PENDING,,political_attitudes,
2002,QN12_25,political_attitudes,political_attitudes,YES - Long/complex label,Q.12 What do you think are the two most important health care issues for the government to address?- Cost of insurance,PENDING,,political_attitudes,
2002,QN12_26,political_attitudes,political_attitudes,YES - Long/complex label,Q.12 What do you think are the two most important health care issues for the government to address?- Cost of rx/healthcare for elderly/too high,PENDING,,political_attitudes,
2002,QN12_27,political_attitudes,political_attitudes,YES - Long/complex label,Q.12 What do you think are the two most important health care issues for the government to address?- Other cost,PENDING,,political_attitudes,
2002,QN12_28,political_attitudes,political_attitudes,YES - Long/complex label,Q.12 What do you think are the two most important health care issues for the government to address?- Lack of (healthcare) insurance (getting it/availability),PENDING,,political_attitudes,
2002,QN12_29,political_attitudes,political_attitudes,YES - Long/complex label,Q.12 What do you think are the two most important health care issues for the government to address?- Lack of national healthcare,PENDING,,political_attitudes,
2002,QN12_30,political_attitudes,political_attitudes,YES - Long/complex label,Q.12 What do you think are the two most important health care issues for the government to address?- Lack of healthcare for poor/lower income/minorities,PENDING,,political_attitudes,
2002,QN12_32,political_attitudes,political_attitudes,YES - Long/complex label,Q.12 What do you think are the two most important health care issues for the government to address?- Lack of insurance/healthcare for children,PENDING,,political_attitudes,
2002,QN12_33,political_attitudes,political_attitudes,YES - Long/complex label,Q.12 What do you think are the two most important health care issues for the government to address?- Lack of healthcare/availability/not enough (unsp),PENDING,,political_attitudes,
2002,QN12_34,political_attitudes,political_attitudes,YES - Long/complex label,Q.12 What do you think are the two most important health care issues for the government to address?- Insurance/health insurance (n.s.),PENDING,,political_attitudes,
2002,QN12_36,political_attitudes,political_attitudes,YES - Long/complex label,Q.12 What do you think are the two most important health care issues for the government to address?- Medicare/changes,PENDING,,political_attitudes,
2002,QN12_37,political_attitudes,political_attitudes,YES - Long/complex label,Q.12 What do you think are the two most important health care issues for the government to address?- Healthcare for elderly,PENDING,,political_attitudes,
2002,QN12_38,political_attitudes,political_attitudes,YES - Long/complex label,Q.12 What do you think are the two most important health care issues for the government to address?- Lack of preventative care/programs to stay healthy,PENDING,,political_attitudes,
2002,QN12_39,political_attitudes,political_attitudes,YES - Long/complex label,Q.12 What do you think are the two most important health care issues for the government to address?- Lack of quality healthcare/doctors who care,PENDING,,political_attitudes,
2002,QN12_40,political_attitudes,political_attitudes,YES - Long/complex label,Q.12 What do you think are the two most important health care issues for the government to address?- Access to healthcare/health services,PENDING,,political_attitudes,
2002,QN12_41,political_attitudes,political_attitudes,YES - Long/complex label,Q.12 What do you think are the two most important health care issues for the government to address?- Long term healthcare,PENDING,,political_attitudes,
2002,QN12_42,political_attitudes,political_attitudes,YES - Long/complex label,Q.12 What do you think are the two most important health care issues for the government to address?- Insurance doesn't cover enough services/procedures (unsp),PENDING,,political_attitudes,
2002,QN12_45,political_attitudes,political_attitudes,YES - Long/complex label,Q.12 What do you think are the two most important health care issues for the government to address?- Lack of qualified medical professionals/doctors,PENDING,,political_attitudes,
2002,QN12_46,political_attitudes,political_attitudes,YES - Long/complex label,Q.12 What do you think are the two most important health care issues for the government to address?- Other healthcare professionals,PENDING,,political_attitudes,
2002,QN12_47,political_attitudes,political_attitudes,YES - Long/complex label,Q.12 What do you think are the two most important health care issues for the government to address?- Improper diet (high fat),PENDING,,political_attitudes,
2002,QN12_48,political_attitudes,political_attitudes,YES - Long/complex label,Q.12 What do you think are the two most important health care issues for the government to address?- Malnutrition,PENDING,,political_attitudes,
2002,QN12_49,political_attitudes,political_attitudes,YES - Long/complex label,Q.12 What do you think are the two most important health care issues for the government to address?- Other poor nutrition,PENDING,,political_attitudes,
2002,QN12_50,political_attitudes,political_attitudes,YES - Long/complex label,Q.12 What do you think are the two most important health care issues for the government to address?- Rx's/rx drugs (unsp),PENDING,,political_attitudes,
2002,QN12_51,political_attitudes,political_attitudes,YES - Long/complex label,Q.12 What do you think are the two most important health care issues for the government to address?- Rx's for elderly,PENDING,,political_attitudes,
2002,QN12_52,political_attitudes,political_attitudes,YES - Long/complex label,Q.12 What do you think are the two most important health care issues for the government to address?- Lack of drugs/restrictive drug list,PENDING,,political_attitudes,
2002,QN12_53,political_attitudes,political_attitudes,YES - Long/complex label,Q.12 What do you think are the two most important health care issues for the government to address?- Other prescription drugs,PENDING,,political_attitudes,
2002,QN12_54,political_attitudes,political_attitudes,YES - Long/complex label,Q.12 What do you think are the two most important health care issues for the government to address?- Insurance companies (HMO's) making healthcare decisions,PENDING,,political_attitudes,
2002,QN12_55,political_attitudes,political_attitudes,YES - Long/complex label,Q.12 What do you think are the two most important health care issues for the government to address?- HMO's/insurance companies,PENDING,,political_attitudes,
2002,QN12_56,political_attitudes,political_attitudes,YES - Long/complex label,Q.12 What do you think are the two most important health care issues for the government to address?- Lack of choice of doctors/healthcare providers,PENDING,,political_attitudes,
2002,QN12_57,political_attitudes,political_attitudes,YES - Long/complex label,Q.12 What do you think are the two most important health care issues for the government to address?- Can't go to specialist/problem getting referral,PENDING,,political_attitudes,
2002,QN12_60,political_attitudes,political_attitudes,YES - Long/complex label,Q.12 What do you think are the two most important health care issues for the government to address?- Doctors refuse to accept HMO's,PENDING,,political_attitudes,
2002,QN12_61,political_attitudes,political_attitudes,YES - Long/complex label,Q.12 What do you think are the two most important health care issues for the government to address?- Other insurance company-driven,PENDING,,political_attitudes,
2002,QN12_62,political_attitudes,political_attitudes,YES - Long/complex label,Q.12 What do you think are the two most important health care issues for the government to address?- Bioterrorism,PENDING,,political_attitudes,
2002,QN12_63,political_attitudes,political_attitudes,YES - Long/complex label,Q.12 What do you think are the two most important health care issues for the government to address?- Terrorism (general),PENDING,,political_attitudes,
2002,QN12_64,political_attitudes,political_attitudes,YES - Long/complex label,Q.12 What do you think are the two most important health care issues for the government to address?- Osama bin laden,PENDING,,political_attitudes,
2002,QN12_65,political_attitudes,political_attitudes,YES - Long/complex label,Q.12 What do you think are the two most important health care issues for the government to address?- Anthrax,PENDING,,political_attitudes,
2002,QN12_66,political_attitudes,political_attitudes,YES - Long/complex label,Q.12 What do you think are the two most important health care issues for the government to address?- Smallpox,PENDING,,political_attitudes,
2002,QN12_67,political_attitudes,political_attitudes,YES - Long/complex label,Q.12 What do you think are the two most important health care issues for the government to address?- Other September 11th terrorists attacks,PENDING,,political_attitudes,
2002,QN12_69,political_attitudes,political_attitudes,YES - Long/complex label,Q.12 What do you think are the two most important health care issues for the government to address?- Stress,PENDING,,political_attitudes,
2002,QN12_70,political_attitudes,political_attitudes,YES - Long/complex label,Q.12 What do you think are the two most important health care issues for the government to address?- Poverty/homelessness (hunger),PENDING,,political_attitudes,
2002,QN12_71,political_attitudes,political_attitudes,YES - Long/complex label,Q.12 What do you think are the two most important health care issues for the government to address?- Environmental issues (toxins/air pollution),PENDING,,political_attitudes,
2002,QN12_72,political_attitudes,political_attitudes,YES - Long/complex label,Q.12 What do you think are the two most important health care issues for the government to address?- Drugs (unsp),PENDING,,political_attitudes,
2002,QN12_73,political_attitudes,political_attitudes,YES - Long/complex label,Q.12 What do you think are the two most important health care issues for the government to address?- Lack of education of general public,PENDING,,political_attitudes,
2002,QN12_74,political_attitudes,political_attitudes,YES - Long/complex label,Q.12 What do you think are the two most important health care issues for the government to address?- Research/need more,PENDING,,political_attitudes,
2002,QN12_75,political_attitudes,political_attitudes,YES - Long/complex label,Q.12 What do you think are the two most important health care issues for the government to address?- Elderly need more help,PENDING,,political_attitudes,
2002,QN12_76,political_attitudes,political_attitudes,YES - Long/complex label,"Q.12 What do you think are the two most important health care issues for the government to address?- Minor sickness (flu, cold, etc.)",PENDING,,political_attitudes,
2002,QN12_77,political_attitudes,political_attitudes,YES - Long/complex label,Q.12 What do you think are the two most important health care issues for the government to address?- Guns/violence,PENDING,,political_attitudes,
2002,QN12_80,political_attitudes,political_attitudes,YES - Long/complex label,Q.12 What do you think are the two most important health care issues for the government to address?- Social security,PENDING,,political_attitudes,
2002,QN12_81,political_attitudes,political_attitudes,YES - Long/complex label,Q.12 What do you think are the two most important health care issues for the government to address?- Medicaid,PENDING,,political_attitudes,
2002,QN12_82,political_attitudes,political_attitudes,YES - Long/complex label,Q.12 What do you think are the two most important health care issues for the government to address?- Welfare,PENDING,,political_attitudes,
2002,QN12_83,political_attitudes,political_attitudes,YES - Long/complex label,Q.12 What do you think are the two most important health care issues for the government to address?- Child care,PENDING,,political_attitudes,
2002,QN12_84,political_attitudes,political_attitudes,YES - Long/complex label,Q.12 What do you think are the two most important health care issues for the government to address?- Women's health/women's issues,PENDING,,political_attitudes,
2002,QN12_85,political_attitudes,political_attitudes,YES - Long/complex label,Q.12 What do you think are the two most important health care issues for the government to address?- Public safety/safety issues/security/military,PENDING,,political_attitudes,
2002,QN12_86,political_attitudes,political_attitudes,YES - Long/complex label,Q.12 What do you think are the two most important health care issues for the government to address?- Teens/teen pregnancy/prevention,PENDING,,political_attitudes,
2002,QN12_89,political_attitudes,political_attitudes,YES - Long/complex label,Q.12 What do you think are the two most important health care issues for the government to address?- Health (n.s.),PENDING,,political_attitudes,
2002,QN12_90,political_attitudes,political_attitudes,YES - Long/complex label,Q.12 What do you think are the two most important health care issues for the government to address?- Abortion issues,PENDING,,political_attitudes,
2002,QN12_91,political_attitudes,political_attitudes,YES - Long/complex label,Q.12 What do you think are the two most important health care issues for the government to address?- Education/help schools/better schools,PENDING,,political_attitudes,
2002,QN12_96,political_attitudes,political_attitudes,YES - Long/complex label,Q.12 What do you think are the two most important health care issues for the government to address?- None,PENDING,,political_attitudes,
2002,QN12_97,political_attitudes,political_attitudes,YES - Long/complex label,Q.12 What do you think are the two most important health care issues for the government to address?- Other,PENDING,,political_attitudes,
2002,QN12_98,political_attitudes,political_attitudes,YES - Long/complex label,Q.12 What do you think are the two most important health care issues for the government to address?- Don't Know,PENDING,,political_attitudes,
2002,QN12_99,political_attitudes,political_attitudes,YES - Long/complex label,Q.12 What do you think are the two most important health care issues for the government to address?- Refused,PENDING,,political_attitudes,
2002,QN8,political_attitudes,political_attitudes,YES - Long/complex label,"Q.8 How much of the time do you trust the government in Washington to do what is right-just about always, most of the time, or only some of the time?",PENDING,,political_attitudes,
2002,PARTLEAN,political_party,political_party,YES - Complex question type,Q.90/91. Combination Leaned Party Table,PENDING,,political_party,
2002,QN12_78,political_party,political_party,YES - Long/complex label,Q.12 What do you think are the two most important health care issues for the government to address?- Government/politics/politicians,PENDING,,political_party,
2002,QN81,political_party,political_party,YES - Long/complex label,"Q.81 Overall, in whom do you have more confidence when it comes to dealing with the economy- President Bush or the Democrats in Congress?",PENDING,,political_party,
2002,QN82,political_party,political_party,YES - Long/complex label,"Q.82 Overall, in whom do you have more confidence when it comes to dealing with the economy- the Republicans or the Democrats?",PENDING,,political_party,
2002,QN90,political_party,political_party,YES - Long/complex label,"Q.90 In politics today, do you consider yourself a Republican, a Democrat, an Independent, or something else?",PENDING,,political_party,
2002,QN91,political_party,political_party,YES - Complex question type,Q.91 Do you consider yourself closer to the Republican party or the Democratic party?,PENDING,,political_party,
2002,QN34,religion,religion,YES - Long/complex label,"Q.34 How important is religion in your everyday life: The most important thing in your life; a very important thing in your life, somewhat important; or not important at all?",PENDING,,religion,
2002,QN98,religion,religion,YES - Long/complex label,"Q.98 What is your religious preference? Are you Protestant, Catholic, Jewish, some other religion, or no religion?",PENDING,,religion,
2002,QN35,undocumented_contact,undocumented_contact,YES - Long/complex label,"Q.35 Aside from weddings and funerals, how often do you attend religious services? Would you say more than once a week, once a week, once or twice a month, a few times a year, seldom, or never?",PENDING,,undocumented_contact,
2002,QN11_12,vote_intention,vote_intention,YES - Long/complex label,Q.11 What do you think are the two most important issues for the government to address?- The election process/revamping the voting process,PENDING,,vote_intention,
2002,QN11_17,vote_intention,vote_intention,YES - Long/complex label,Q.11 What do you think are the two most important issues for the government to address?- Campaign finance reform,PENDING,,vote_intention,
2002,QN77,vote_intention,vote_intention,YES - Long/complex label,Q.77 Some people are registered to vote and others are not. Are you currently registered to vote at your present address?,PENDING,,vote_intention,
2002,QN79,vote_intention,vote_intention,YES - Long/complex label,"Q.79 Now I'm going to read you a list of issues that might be important in determining your votes for a political candidate. In general, which of these issues is the MOST important in deciding your...",PENDING,,vote_intention,
2002,QN80,vote_intention,vote_intention,YES - Long/complex label,"Q.80 In considering whether or not to vote for a political candidate, how important is the candidate's position on HIV/AIDS in making your choice?",PENDING,,vote_intention,
2004,PRIMARYL,age,age,YES - Indirect age measure,Q53/54/55/56. Primary Language,PENDING,,age,
2004,QN38,age,age,YES - Long/complex label,38. Some people say UNDOCUMENTED or ILLEGAL immigrants Help the economy by providing low-cost labor. Others say they Hurt the economy by driving wages down. Which is closer to your views?,PENDING,,age,
2004,QN5,age,age,YES - Long/complex label,"5. Now I want to ask you about you and your family's heritage. Are you Mexican, Puerto Rican, Cuban, Dominican, Salvadoran or are you and your ancestors from another country?",PENDING,,age,
2004,QN58,age,age,YES - Long/complex label,"58. What language do you usually speak at home? Only Spanish, more Spanish than English, both equally, more English than Spanish, or only English?",PENDING,,age,
2004,QN59,age,age,YES - Long/complex label,"59. What language do you usually speak at work? Only Spanish, more Spanish than English, both equally, more English than Spanish, or only English?",PENDING,,age,
2004,QN60,age,age,YES - Long/complex label,"60. In what language are the news programs you usually watch on TV or listen to on the radio? Only Spanish, more Spanish than English, both equally, more English than Spanish, or only English?",PENDING,,age,
2004,QN60A,age,age,YES - Indirect age measure,60A. Do you have any children under the age of 18?,PENDING,,age,
2004,QN61,age,age,YES - Long/complex label,"61. What language do your children usually speak with their friends? Only Spanish, more Spanish than English, both equally, more English than Spanish, or only English?",PENDING,,age,
2004,QN73,age,age,YES - Indirect age measure,"73. Would you consider yourself a born-again or evangelical Christian, or not?",PENDING,,age,
2004,QN75,age,age,YES - Indirect age measure,75. What is your age?,PENDING,,age,
2004,QN83_5,age,age,YES - Long/complex label,"INTERVIEWER: In what language did the respondent complete the interview? Only Spanish, more Spanish than English, both equally, more English than Spanish, or only English?",PENDING,,age,
2004,QN19C,citizenship_status,citizenship_status,YES - Long/complex label,"19c. Please tell me whether you agree with this statement: In the United States, citizens can have an influence at all levels of government, from top to bottom, by voting and engaging in other poli...",PENDING,,citizenship_status,
2004,QN40,citizenship_status,citizenship_status,YES - Long/complex label,40. Another proposal would give many of the undocumented or illegal Hispanic/Latino immigrants living in the U.S. a chance to remain here permanently with legal status and eventually become US citi...,PENDING,,citizenship_status,
2004,QN40A,citizenship_status,citizenship_status,YES - Long/complex label,40a. Which is closer to your view? In future: All legal immigrants to the US should have a chance to become Citizens or Some immigrants should come to the US through a temporary worker program whic...,PENDING,,citizenship_status,
2004,QN41H,citizenship_status,citizenship_status,YES - Long/complex label,"41h. In order for an immigrant to say they are part of American society, do they have to each of the following, or not? Do immigrants have to Be a U.S. Citizen or not?",PENDING,,citizenship_status,
2004,QN12B,education,education,YES - Long/complex label,12b. Next I would like to talk with you about volunteer (spending time helping w/o being paid for it) activity. In the PAST YEAR have you volunteered your time to Any school or tutoring program?,PENDING,,education,
2004,QN69,employment,employment_status,YES - Multiple questions,69. What is your employment status? Are you.?,PENDING,,employment_status,
2004,QN1,ethnicity_race,hispanic_origin,YES - Long/complex label,"1. Are you, yourself of Hispanic or Latino origin or descent such as Mexican, Puerto Rican, Cuban, Dominican, Central or South American, Carribean or some other Latin American background?",PENDING,,hispanic_origin,
2004,QN11BB,ethnicity_race,hispanic_origin,YES - Long/complex label,"11bb. Was the candidate Latino, non-Latino, or have you contributed money to both Latino and non- Latino candidates?",PENDING,,hispanic_origin,
2004,QN11CC,ethnicity_race,hispanic_origin,YES - Long/complex label,"11cc. Was the candidate Latino, non-Latino, or have you worked for both Latino and non-Latino candidates?",PENDING,,hispanic_origin,
2004,QN12AA,ethnicity_race,hispanic_origin,YES - Long/complex label,"12aa. In deciding whether to volunteer your time was it important that the organization(s) specifically addressed Latino concerns, or not?",PENDING,,hispanic_origin,
2004,QN12E,ethnicity_race,hispanic_origin,YES - Long/complex label,12e. Next I would like to talk with you about volunteer (spending time helping w/o being paid for it) activity. In the PAST YEAR have you volunteered your time to Any organization representing your...,PENDING,,hispanic_origin,
2004,QN13,ethnicity_race,hispanic_origin,YES - Long/complex label,"13. Based on your experience, do you think political leaders are interested in the problems of particular concern to Hispanics/Latinos living here or not?",PENDING,,hispanic_origin,
2004,QN14,ethnicity_race,hispanic_origin,YES - Long/complex label,"14. Which party do you think has more concern for Latinos -- the Democratic party, the Republican party, or is there no difference?",PENDING,,hispanic_origin,
2004,QN15,ethnicity_race,hispanic_origin,YES - Long/complex label,"15. Which comes closer to your views, Hispanics/Latinos from different countries Today are working together to achieve common political goals or Are not working together politically",PENDING,,hispanic_origin,
2004,QN16,ethnicity_race,hispanic_origin,YES - Long/complex label,16. Some Hispanics/Latinos are more concerned about government and politics in their country of origin than in the U.S. Others are more concerned about government and politics in the U.S. How about...,PENDING,,hispanic_origin,
2004,QN19E,ethnicity_race,hispanic_origin,YES - Long/complex label,19e. Please tell me whether you agree with this statement: Hispanics/Latinos are more likely to vote if there are Hispanics/Latinos on the ballot,PENDING,,hispanic_origin,
2004,QN19F,ethnicity_race,hispanic_origin,YES - Long/complex label,19f. Please tell me whether you agree with this statement: Hispanic/Latino voters are more likely to vote for a Hispanic/Latino candidate instead of as non-Hispanic/Latino running for the same offi...,PENDING,,hispanic_origin,
2004,QN19G,ethnicity_race,hispanic_origin,YES - Long/complex label,19g. Please tell me whether you agree with this statement: Hispanic/Latino voters will usually pick a Hispanic/Latino candidate even if there is a better qualified non-Hispanic/Latino running for t...,PENDING,,hispanic_origin,
2004,QN19H,ethnicity_race,hispanic_origin,YES - Long/complex label,19h. Please tell me whether you agree with this statement: I am more likely to vote if there are Hispanics/Latinos on the ballot,PENDING,,hispanic_origin,
2004,QN19I,ethnicity_race,hispanic_origin,YES - Long/complex label,19i. Please tell me whether you agree with this statement: I am more likely to vote for a Hispanic/Latino candidate instead of a non-Hispanic/Latino running for the same office if they have the sam...,PENDING,,hispanic_origin,
2004,QN19J,ethnicity_race,hispanic_origin,YES - Long/complex label,19j. Please tell me whether you agree with this statement: I will usually pick a Hispanic/Latino candidate even if there is a better qualified non-Hispanic/Latino running for the same office,PENDING,,hispanic_origin,
2004,QN4,ethnicity_race,hispanic_origin,YES - Long/complex label,4. The terms Hispanic and Latino are both used to describe people who are of Hispanic or Latino origin or descent. Do you happen to prefer one of these terms more than the other? Which term do you ...,PENDING,,hispanic_origin,
2004,QN43AA,ethnicity_race,hispanic_origin,YES - Long/complex label,"43aa. How important is it for different racial and ethnic groups to change so that they blend into the larger society, as in the idea of a melting pot of cultures?",PENDING,,hispanic_origin,
2004,QN43AB,ethnicity_race,hispanic_origin,YES - Long/complex label,"43AB. How important is it for different racial and ethnic groups to maintain their distinct cultures, very important, somewhat important, not too important, or not at all important?",PENDING,,hispanic_origin,
2004,QN43BA,ethnicity_race,hispanic_origin,YES - Long/complex label,"43BA. How important is it for Latinos to Change so that they blend into the larger society as in the idea of a melting pot of cultures very important, somewhat important, not too important, or not ...",PENDING,,hispanic_origin,
2004,QN43BB,ethnicity_race,hispanic_origin,YES - Long/complex label,"43BB. How important is it for Latinos to maintain their distinct cultures very important, somewhat important, not too important, or not at all important?",PENDING,,hispanic_origin,
2004,QN51,ethnicity_race,hispanic_origin,YES - Long/complex label,"51. How closely are you following the 2004 presidential race: very closely, somewhat closely, not too closely, or not closely at all?",PENDING,,hispanic_origin,
2004,QN6,ethnicity_race,hispanic_origin,YES - Long/complex label,"6. What race do you consider yourself to be? White, Black or African-American, Asian, or some other race?",PENDING,,hispanic_origin,
2004,QN62C,ethnicity_race,hispanic_origin,YES - Long/complex label,"62C. Overall, would you say relations between different races are better in the United States, better in the country you came from, or about the same?",PENDING,,hispanic_origin,
2004,QN63,ethnicity_race,hispanic_origin,YES - Long/complex label,"63. In general, do you think discrimination against Latinos is a major problem, minor problem, or not a problem in preventing Latinos in general from succeeding in America?",PENDING,,hispanic_origin,
2004,QN45,gender,gender,YES - Long/complex label,45. Do you favor or oppose a constitutional amendment that would define marriage as a union between one man and one woman thereby prohibiting legally sanctioned marriages for same sex couples?,PENDING,,gender,
2004,QN47B,gender,gender,YES - Long/complex label,"47b. If you agreed with a presidential candidate on other issues, but not on the issue of A constitutional amendment against same sex marriages could you still vote for him, or not?",PENDING,,gender,
2004,QN19A,geography,geography,YES - Long/complex label,19a. Please tell me whether you agree with this statement: Political leaders do not care much what people like me think,PENDING,,geography,
2004,QN35,geography,geography,YES - Long/complex label,"35. Do you think the Bush Administration deliberately misled the American public about how big a threat Iraq was to the United States before the war began, or not?",PENDING,,geography,
2004,QN37,geography,geography,YES - Long/complex label,"37. Do you think the United States should increase the number of Latin Americans allowed to come and work in this country LEGALLY, reduce the number, or allow the same numbner as it does now?",PENDING,,geography,
2004,QN62A,geography,geography,YES - Long/complex label,"62a. Overall, would you say the friendliness and openness of the people is better in the United States, better in the country you came from, or about the same?",PENDING,,geography,
2004,QN62B,geography,geography,YES - Long/complex label,"62B. Overall, would you say the amount of political freedom is better in the United States, better in the country you came from, or about the same?",PENDING,,geography,
2004,QN73A,geography,geography,YES - Long/complex label,73A. Do you agree or disagree with the following statement: Religion is a private matter that should be kept out of public debates over social and political issues. Is that strongly or somewhat?,PENDING,,geography,
2004,QN43,immigrant_generation,immigrant_generation,YES - Long/complex label,"43. How important is it to you that future generations of Latinos living in the United States speak Spanish-very important, somewhat important, not too important, or not important at all?",PENDING,,immigrant_generation,
2004,QN20J,immigration_attitudes,immigration_attitude,YES - Long/complex label,"20j. Now I'm going to read you a list of issues that might be discussed during this year's presidential campaign. For each item I name, please tell me how important it will/should be in your vote f...",PENDING,,immigration_attitude,
2004,QN39,immigration_attitudes,immigration_attitude,YES - Long/complex label,39. President Bush has proposed a plan that would allow some illegal immigrants in the U.S. to stay in this country legally for as temporary workers. The plan would these workers to eventually retu...,PENDING,,immigration_attitude,
2004,QN41B,immigration_attitudes,immigration_attitude,YES - Long/complex label,"41b. In order for an immigrant to say that they are part of American society, do they have to do each of the following, or not? Do immigrants have to Believe in the U.S. constitution, to say they a...",PENDING,,immigration_attitude,
2004,QN41E,immigration_attitudes,immigration_attitude,YES - Long/complex label,"41e. In order for an immigrant to say that they are part of American society, do they have to do each of the following, or not? Do immigrants have to Vote in U.S. elections to say they are part of ...",PENDING,,immigration_attitude,
2004,ENGLISH,language,language_home,YES - Missing label,NA,PENDING,,language_home,
2004,QN41A,language,language_home,YES - Long/complex label,"41a. In order for an immigrant to say that they are part of American society, do they have to do each of the following, or not? Do immigrants have to Speak English to say they are part of American ...",PENDING,,language_home,
2004,QN53,language,language_home,YES - Long/complex label,"53. Would you say you can carry on a conversation in Spanish, both understanding and speaking-- very well, pretty well, just a little, or not at all?",PENDING,,language_home,
2004,QN54,language,language_home,YES - Long/complex label,"54. Would you say you can read a newspaper or book in Spanish- - very well, pretty well, just a little, or not at all?",PENDING,,language_home,
2004,QN55,language,language_home,YES - Long/complex label,"55. Would you say you can carry on a conversation in English, both understanding and speaking, -- very well, pretty well, just a little, or not at all?",PENDING,,language_home,
2004,QN56,language,language_home,YES - Long/complex label,"56. Would you say you can read a newspaper or book in English- - very well, pretty well, just a little, or not at all?",PENDING,,language_home,
2004,QN57,language,language_home,YES - Long/complex label,"57. If you had to put something together from a set of instructions, would you prefer the instructions be written in English or in Spanish?",PENDING,,language_home,
2004,SPANISH,language,language_home,YES - Missing label,NA,PENDING,,language_home,
2004,QN66,marital_status,marital_status,YES - Long/complex label,"66. Are you currently married, living with a partner, widowed, divorced, separated, or have you never been married?",PENDING,,marital_status,
2004,QN76,parents_immigrant,parent_nativity,YES - Multiple questions,76. Were either of your parents born in Puerto Rico? One or both?,PENDING,,parent_nativity,
2004,QN3,place_birth,place_birth,YES - Complex question type,"3. Were you born in the United States, the island of Puerto Rico or in another country?",PENDING,,place_birth,
2004,QN77,place_birth,place_birth,YES - Multiple questions,77. Were either of your parents born outside the US? One or both?,PENDING,,place_birth,
2004,QN28,political_attitudes,political_attitudes,YES - Long/complex label,"28. Do you think the government should provide health insurance for Americans without insurance, or is this something the government should not do?",PENDING,,political_attitudes,
2004,QN9,political_attitudes,political_attitudes,YES - Long/complex label,"9. How much of the time do you trust the government in Washington to do what is right - just about always, most of the time, or only some of the time?",PENDING,,political_attitudes,
2004,LEAN,political_party,political_party,YES - Complex question type,64/65. Leaned Party Table,PENDING,,political_party,
2004,QN11A,political_party,political_party,YES - Long/complex label,"11. People express their opinions about politics and current events in a number of ways. In the United States, In the past year, have you Contacted any elected official, or not?",PENDING,,political_party,
2004,QN11B,political_party,political_party,YES - Long/complex label,"11. People express their opinions about politics and current events in a number of ways. In the United States, In the past year have you Contributed money to a candidate running for public office, ...",PENDING,,political_party,
2004,QN11C,political_party,political_party,YES - Long/complex label,"11. People express their opinions about politics and current events in a number of ways. In the United States, In the past year have you Worked as a volunteeer or for pay for a political candidate,...",PENDING,,political_party,
2004,QN11D,political_party,political_party,YES - Long/complex label,"11. People express their opinions about politics and current events in a number of ways. In the United States, In the past year have you Attended a public meeting or demonstration in the community ...",PENDING,,political_party,
2004,QN11E,political_party,political_party,YES - Long/complex label,"11. People express their opinions about politics and current events in a number of ways. In the United States, In the past year have you Attended a political party meeting or function, or not?",PENDING,,political_party,
2004,QN64,political_party,political_party,YES - Long/complex label,"64. In politics today, do you consider yourself a Republican, a Democrat, an Independent, or something else?",PENDING,,political_party,
2004,QN65,political_party,political_party,YES - Complex question type,65. Do you consider yourself closer to the Republican party or the Democratic party?,PENDING,,political_party,
2004,QN8,political_party,political_party,YES - Long/complex label,"8. How much attention would you say you pay to politics and government? A lot, a fair amount, not much, or none at all?",PENDING,,political_party,
2004,QN12A,religion,religion,YES - Long/complex label,12a. Next I would like to talk with you about volunteer (spending time helping w/o being paid for it) activity. In the PAST YEAR have you volunteered your time to Any church or religious group?,PENDING,,religion,
2004,QN69A,religion,religion,YES - Long/complex label,"69A. How important is religion in your everyday life: The most important thing in your life, a very important thing in your life, somewhat important or not important at all?",PENDING,,religion,
2004,QN71,religion,religion,YES - Long/complex label,"71. What is your religious preference? Are you Protestant, Catholic, Jewish, some other religion, or no religion?",PENDING,,religion,
2004,QN70,undocumented_contact,undocumented_contact,YES - Long/complex label,"70. Aside from weddings and funerals, how often do you attend religious services? Would you say more than once a week, once a week, once or twice a month, a few times a year, seldom, or never?",PENDING,,undocumented_contact,
2004,QN18,vote_intention,vote_intention,YES - Long/complex label,18. Some people are registered to vote and others are not. Are you currently registered to vote at your present address?,PENDING,,vote_intention,
2004,QN20A,vote_intention,vote_intention,YES - Long/complex label,"20a. Now I'm going to read you a list of issues that might be discussed during this year's presidential campaign. For each item I name, please tell me how important it will/should be in your vote f...",PENDING,,vote_intention,
2004,QN20B,vote_intention,vote_intention,YES - Long/complex label,"20b. Now I'm going to read you a list of issues that might be discussed during this year's presidential campaign. For each item I name, please tell me how important it will/should be in your vote f...",PENDING,,vote_intention,
