year,raw_name,concept,harmonized_name,values_recode,notes
2002,QN12_05,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Cancer
2002,QN12_05,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Cancer
2002,QN12_06,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Hiv/aids
2002,QN12_06,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Hiv/aids
2002,QN12_07,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Diabetes
2002,QN12_07,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Diabetes
2002,QN12_08,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Arthritis
2002,QN12_08,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Arthritis
2002,QN12_09,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Alzheimer's
2002,QN12_09,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Alzheimer's
2002,QN12_10,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Std's
2002,QN12_10,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Std's
2002,QN12_11,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Respiratory conditions/lung disease
2002,QN12_11,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Respiratory conditions/lung disease
2002,QN12_12,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Cholesterol
2002,QN12_12,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Cholesterol
2002,QN12_13,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Mental health/depression
2002,QN12_13,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Mental health/depression
2002,QN12_14,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Obesity/being overweight (over eating)
2002,QN12_14,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Obesity/being overweight (over eating)
2002,QN12_15,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Other diseases
2002,QN12_15,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Other diseases
2002,QN12_16,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Drug abuse
2002,QN12_16,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Drug abuse
2002,QN12_17,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Smoking/tobacco (teen smoking
2002,QN12_17,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Smoking/tobacco (teen smoking
2002,QN12_18,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Alcohol/drinking too much
2002,QN12_18,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Alcohol/drinking too much
2002,QN12_19,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Lack of exercise/inactivity
2002,QN12_19,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Lack of exercise/inactivity
2002,QN12_20,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Other lifestyle
2002,QN12_20,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Other lifestyle
2002,QN12_21,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Cost of drugs/prescription drugs (paying fro rx)
2002,QN12_21,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Cost of drugs/prescription drugs (paying fro rx)
2002,QN12_22,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Cost/high cost (affordability/bills) (n.s.)
2002,QN12_22,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Cost/high cost (affordability/bills) (n.s.)
2002,QN12_23,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Cost of healthcare/health services
2002,QN12_23,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Cost of healthcare/health services
2002,QN12_24,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Cost of doctors (affording to go to doctor)
2002,QN12_24,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Cost of doctors (affording to go to doctor)
2002,QN12_25,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Cost of insurance
2002,QN12_25,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Cost of insurance
2002,QN12_26,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Cost of rx/healthcare for elderly/too high
2002,QN12_26,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Cost of rx/healthcare for elderly/too high
2002,QN12_27,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Other cost
2002,QN12_27,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Other cost
2002,QN12_28,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Lack of (healthcare) insurance (getting it/availability)
2002,QN12_28,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Lack of (healthcare) insurance (getting it/availability)
2002,QN12_29,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Lack of national healthcare
2002,QN12_29,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Lack of national healthcare
2002,QN12_30,political_attitudes,political_party,"1=Yes, 0=No",Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Lack of healthcare for poor/lower income/minorities
2002,QN12_30,political_attitudes,political_party,"1=Yes, 0=No",Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Lack of healthcare for poor/lower income/minorities
2002,QN12_31,political_attitudes,political_party,"1=Yes, 0=No",Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Lack of coverage/insurance for poor/lower income/minorities
2002,QN12_31,political_attitudes,political_party,"1=Yes, 0=No",Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Lack of coverage/insurance for poor/lower income/minorities
2002,QN12_32,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Lack of insurance/healthcare for children
2002,QN12_32,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Lack of insurance/healthcare for children
2002,QN12_33,political_attitudes,political_party,"1=Yes, 0=No",Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Lack of healthcare/availability/not enough (unsp)
2002,QN12_33,political_attitudes,political_party,"1=Yes, 0=No",Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Lack of healthcare/availability/not enough (unsp)
2002,QN12_34,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Insurance/health insurance (n.s.)
2002,QN12_34,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Insurance/health insurance (n.s.)
2002,QN12_35,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Inadequate coverage
2002,QN12_35,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Inadequate coverage
2002,QN12_36,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Medicare/changes
2002,QN12_36,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Medicare/changes
2002,QN12_37,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Healthcare for elderly
2002,QN12_37,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Healthcare for elderly
2002,QN12_38,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Lack of preventative care/programs to stay healthy
2002,QN12_38,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Lack of preventative care/programs to stay healthy
2002,QN12_39,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Lack of quality healthcare/doctors who care
2002,QN12_39,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Lack of quality healthcare/doctors who care
2002,QN12_40,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Access to healthcare/health services
2002,QN12_40,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Access to healthcare/health services
2002,QN12_41,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Long term healthcare
2002,QN12_41,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Long term healthcare
2002,QN12_42,political_attitudes,political_party,"1=Yes, 0=No",Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Insurance doesn't cover enough services/procedures (unsp)
2002,QN12_42,political_attitudes,political_party,"1=Yes, 0=No",Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Insurance doesn't cover enough services/procedures (unsp)
2002,QN12_43,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Other healthcare/insurance/coverage
2002,QN12_43,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Other healthcare/insurance/coverage
2002,QN12_44,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Shortage of healthcare professionals/doctors
2002,QN12_44,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Shortage of healthcare professionals/doctors
2002,QN12_45,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Lack of qualified medical professionals/doctors
2002,QN12_45,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Lack of qualified medical professionals/doctors
2002,QN12_46,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Other healthcare professionals
2002,QN12_46,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Other healthcare professionals
2002,QN12_47,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Improper diet (high fat)
2002,QN12_47,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Improper diet (high fat)
2002,QN12_48,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Malnutrition
2002,QN12_48,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Malnutrition
2002,QN12_49,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Other poor nutrition
2002,QN12_49,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Other poor nutrition
2002,QN12_50,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Rx's/rx drugs (unsp)
2002,QN12_50,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Rx's/rx drugs (unsp)
2002,QN12_51,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Rx's for elderly
2002,QN12_51,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Rx's for elderly
2002,QN12_52,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Lack of drugs/restrictive drug list
2002,QN12_52,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Lack of drugs/restrictive drug list
2002,QN12_53,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Other prescription drugs
2002,QN12_53,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Other prescription drugs
2002,QN12_54,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Insurance companies (HMO's) making healthcare decisions
2002,QN12_54,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Insurance companies (HMO's) making healthcare decisions
2002,QN12_55,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- HMO's/insurance companies
2002,QN12_55,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- HMO's/insurance companies
2002,QN12_56,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Lack of choice of doctors/healthcare providers
2002,QN12_56,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Lack of choice of doctors/healthcare providers
2002,QN12_57,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Can't go to specialist/problem getting referral
2002,QN12_57,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Can't go to specialist/problem getting referral
2002,QN12_58,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Insurance company/managed care determines payout
2002,QN12_58,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Insurance company/managed care determines payout
2002,QN12_59,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- HMO-driven healthcare/too many/restrictive
2002,QN12_59,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- HMO-driven healthcare/too many/restrictive
2002,QN12_60,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Doctors refuse to accept HMO's
2002,QN12_60,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Doctors refuse to accept HMO's
2002,QN12_61,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Other insurance company-driven
2002,QN12_61,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Other insurance company-driven
2002,QN12_62,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Bioterrorism
2002,QN12_62,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Bioterrorism
2002,QN12_63,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Terrorism (general)
2002,QN12_63,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Terrorism (general)
2002,QN12_64,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Osama bin laden
2002,QN12_64,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Osama bin laden
2002,QN12_65,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Anthrax
2002,QN12_65,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Anthrax
2002,QN12_66,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Smallpox
2002,QN12_66,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Smallpox
2002,QN12_67,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Other September 11th terrorists attacks
2002,QN12_67,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Other September 11th terrorists attacks
2002,QN12_68,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Aging/old age/being a senior
2002,QN12_68,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Aging/old age/being a senior
2002,QN12_69,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Stress
2002,QN12_69,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Stress
2002,QN12_70,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Poverty/homelessness (hunger)
2002,QN12_70,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Poverty/homelessness (hunger)
2002,QN12_71,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Environmental issues (toxins/air pollution)
2002,QN12_71,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Environmental issues (toxins/air pollution)
2002,QN12_72,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Drugs (unsp)
2002,QN12_72,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Drugs (unsp)
2002,QN12_73,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Lack of education of general public
2002,QN12_73,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Lack of education of general public
2002,QN12_74,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Research/need more
2002,QN12_74,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Research/need more
2002,QN12_75,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Elderly need more help
2002,QN12_75,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Elderly need more help
2002,QN12_76,political_attitudes,political_party,"1=Yes, 0=No","Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Minor sickness (flu, cold, etc.)"
2002,QN12_76,political_attitudes,political_party,"1=Yes, 0=No","Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Minor sickness (flu, cold, etc.)"
2002,QN12_77,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Guns/violence
2002,QN12_77,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Guns/violence
2002,QN12_78,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Government/politics/politicians
2002,QN12_78,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Government/politics/politicians
2002,QN12_79,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Human cloning/cloning
2002,QN12_79,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Human cloning/cloning
2002,QN12_80,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Social security
2002,QN12_80,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Social security
2002,QN12_81,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Medicaid
2002,QN12_81,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Medicaid
2002,QN12_82,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Welfare
2002,QN12_82,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Welfare
2002,QN12_83,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Child care
2002,QN12_83,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Child care
2002,QN12_84,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Women's health/women's issues
2002,QN12_84,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Women's health/women's issues
2002,QN12_85,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Public safety/safety issues/security/military
2002,QN12_85,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Public safety/safety issues/security/military
2002,QN12_86,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Teens/teen pregnancy/prevention
2002,QN12_86,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Teens/teen pregnancy/prevention
2002,QN12_88,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Pay more attention to Hispanics/Hispanic issues
2002,QN12_88,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Pay more attention to Hispanics/Hispanic issues
2002,QN12_89,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Health (n.s.)
2002,QN12_89,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Health (n.s.)
2002,QN12_90,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Abortion issues
2002,QN12_90,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Abortion issues
2002,QN12_91,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Education/help schools/better schools
2002,QN12_91,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Education/help schools/better schools
2002,QN12_96,political_attitudes,political_party,"1=Yes, 0=No",Original label: Q.12 What do you think are the two most important health care issues for the government to address?- None
2002,QN12_96,political_attitudes,political_party,"1=Yes, 0=No",Original label: Q.12 What do you think are the two most important health care issues for the government to address?- None
2002,QN12_97,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Other
2002,QN12_97,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Other
2002,QN12_98,political_attitudes,political_party,"1=Yes, 0=No",Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Don't Know
2002,QN12_98,political_attitudes,political_party,"1=Yes, 0=No",Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Don't Know
2002,QN12_99,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Refused
2002,QN12_99,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Refused
2002,QN13,political_attitudes,political_party,"1=Yes, 0=No","Original label: Q.13 Based on your experience, do you think political leaders are interested in the problems of particular concern to Latinos/Hispanics living here, or not?"
2002,QN13,political_attitudes,political_party,"1=Yes, 0=No","Original label: Q.13 Based on your experience, do you think political leaders are interested in the problems of particular concern to Latinos/Hispanics living here, or not?"
2002,QN72,political_attitudes,political_party,"1=Yes, 0=No","Original label: Q.72 The US government has traditionally divided people into racial categories. Earlier you told me you were (Race in QN7), if you had a choice, would you prefer to call yourself (Race in QN7) or do you wish you had another option?"
2002,QN72,political_attitudes,political_party,"1=Yes, 0=No","Original label: Q.72 The US government has traditionally divided people into racial categories. Earlier you told me you were (Race in QN7), if you had a choice, would you prefer to call yourself (Race in QN7) or do you wish you had another option?"
2002,QN73,political_attitudes,political_party,"1=Yes, 0=No","Original label: Q.73 Earlier you were asked what your race was and you said it was not one of the categories listed by the US government, but that it was some other race. What race is that?"
2002,QN73,political_attitudes,political_party,"1=Yes, 0=No","Original label: Q.73 Earlier you were asked what your race was and you said it was not one of the categories listed by the US government, but that it was some other race. What race is that?"
2002,QN76,political_attitudes,political_party,"1=Yes, 0=No","Original label: Q.76 Which party do you think has more concern for Latinos/Hispanics --the Democratic party, the Republican party, or is there no difference?"
2002,QN76,political_attitudes,political_party,"1=Yes, 0=No","Original label: Q.76 Which party do you think has more concern for Latinos/Hispanics --the Democratic party, the Republican party, or is there no difference?"
2002,QN8,political_attitudes,political_party,See codebook - needs manual review,"Original label: Q.8 How much of the time do you trust the government in Washington to do what is right-just about always, most of the time, or only some of the time?"
2002,QN8,political_attitudes,political_party,See codebook - needs manual review,"Original label: Q.8 How much of the time do you trust the government in Washington to do what is right-just about always, most of the time, or only some of the time?"
2002,QN81,political_attitudes,political_party,"1=Yes, 0=No","Original label: Q.81 Overall, in whom do you have more confidence when it comes to dealing with the economy- President Bush or the Democrats in Congress?"
2002,QN81,political_attitudes,political_party,"1=Yes, 0=No","Original label: Q.81 Overall, in whom do you have more confidence when it comes to dealing with the economy- President Bush or the Democrats in Congress?"
