survey_year,immigration_levels_opinion,legalization_support,deportation_worry,gender,age,education,income,marital_status,employment,state,citizenship_status,place_birth,parent_nativity,immigrant_generation,political_party
2004,NA,1,NA,NA,NA,NA,NA,NA,NA,4,2,2,NA,1,NA
2004,NA,1,NA,NA,NA,NA,29,NA,NA,4,NA,1,1,3,NA
2004,NA,1,NA,NA,NA,NA,NA,NA,NA,4,2,2,NA,1,NA
2004,NA,1,NA,NA,NA,NA,6,NA,NA,4,1,2,NA,1,NA
2004,NA,1,NA,NA,NA,NA,11,NA,NA,4,2,2,NA,1,NA
2004,NA,1,NA,NA,NA,NA,11,NA,NA,3,1,2,NA,1,NA
2004,NA,1,NA,NA,NA,NA,14,NA,NA,4,NA,1,2,2,NA
2004,NA,1,NA,NA,NA,NA,6,NA,NA,4,2,2,NA,1,NA
2004,NA,0,NA,NA,NA,NA,23,NA,NA,4,NA,1,2,2,NA
2004,NA,1,NA,NA,NA,NA,24,NA,NA,4,NA,1,2,2,NA
2004,NA,1,NA,NA,NA,NA,NA,NA,NA,4,2,2,NA,1,NA
2004,NA,1,NA,NA,NA,NA,13,NA,NA,4,2,2,NA,1,NA
2004,NA,1,NA,NA,NA,NA,3,NA,NA,40,NA,1,1,3,NA
2004,NA,1,NA,NA,NA,NA,NA,NA,NA,4,2,2,NA,1,NA
2004,NA,1,NA,NA,NA,NA,1,NA,NA,4,NA,1,3,2,NA
2004,NA,1,NA,NA,NA,NA,24,NA,NA,4,NA,1,3,2,NA
2004,NA,1,NA,NA,NA,NA,23,NA,NA,4,NA,1,1,3,NA
2004,NA,1,NA,NA,NA,NA,NA,NA,NA,4,2,2,NA,1,NA
2004,NA,1,NA,NA,NA,NA,4,NA,NA,4,2,2,NA,1,NA
2004,NA,1,NA,NA,NA,NA,22,NA,NA,9,1,2,NA,1,NA
2004,NA,1,NA,NA,NA,NA,3,NA,NA,4,NA,1,1,3,NA
2004,NA,1,NA,NA,NA,NA,NA,NA,NA,4,NA,1,1,3,NA
2004,NA,1,NA,NA,NA,NA,22,NA,NA,4,NA,1,3,2,NA
2004,NA,1,NA,NA,NA,NA,6,NA,NA,26,NA,2,NA,1,NA
2004,NA,1,NA,NA,NA,NA,5,NA,NA,36,2,2,NA,1,NA
2004,NA,1,NA,NA,NA,NA,3,NA,NA,3,2,2,NA,1,NA
2004,NA,1,NA,NA,NA,NA,1,NA,NA,4,2,2,NA,1,NA
2004,NA,1,NA,NA,NA,NA,4,NA,NA,4,2,2,NA,1,NA
2004,NA,1,NA,NA,NA,NA,29,NA,NA,4,2,2,NA,1,NA
2004,NA,1,NA,NA,NA,NA,11,NA,NA,36,NA,1,1,3,NA
2004,NA,1,NA,NA,NA,NA,3,NA,NA,36,NA,1,1,3,NA
2004,NA,1,NA,NA,NA,NA,2,NA,NA,36,NA,1,1,3,NA
2004,NA,1,NA,NA,NA,NA,6,NA,NA,36,2,2,NA,1,NA
2004,NA,1,NA,NA,NA,NA,NA,NA,NA,4,2,2,NA,1,NA
2004,NA,1,NA,NA,NA,NA,NA,NA,NA,4,2,2,NA,1,NA
2004,NA,NA,NA,NA,NA,NA,5,NA,NA,36,NA,1,1,3,NA
2004,NA,1,NA,NA,NA,NA,NA,NA,NA,9,2,2,NA,1,NA
2004,NA,0,NA,NA,NA,NA,14,NA,NA,36,1,2,NA,1,NA
2004,NA,1,NA,NA,NA,NA,6,NA,NA,36,NA,1,3,2,NA
2004,NA,1,NA,NA,NA,NA,21,NA,NA,26,NA,1,1,3,NA
2004,NA,1,NA,NA,NA,NA,24,NA,NA,4,1,2,NA,1,NA
2004,NA,0,NA,NA,NA,NA,14,NA,NA,4,NA,1,1,3,NA
2004,NA,1,NA,NA,NA,NA,12,NA,NA,4,2,2,NA,1,NA
2004,NA,1,NA,NA,NA,NA,22,NA,NA,9,1,2,NA,1,NA
2004,NA,1,NA,NA,NA,NA,6,NA,NA,36,NA,1,1,3,NA
2004,NA,1,NA,NA,NA,NA,3,NA,NA,9,2,2,NA,1,NA
2004,NA,1,NA,NA,NA,NA,1,NA,NA,36,2,2,NA,1,NA
2004,NA,1,NA,NA,NA,NA,6,NA,NA,36,NA,1,2,2,NA
2004,NA,1,NA,NA,NA,NA,NA,NA,NA,36,NA,1,1,3,NA
2004,NA,1,NA,NA,NA,NA,NA,NA,NA,36,NA,1,3,2,NA
2004,NA,1,NA,NA,NA,NA,NA,NA,NA,9,2,2,NA,1,NA
2004,NA,0,NA,NA,NA,NA,NA,NA,NA,36,NA,1,NA,2,NA
2004,NA,1,NA,NA,NA,NA,6,NA,NA,36,2,2,NA,1,NA
2004,NA,1,NA,NA,NA,NA,NA,NA,NA,9,2,2,NA,1,NA
2004,NA,1,NA,NA,NA,NA,6,NA,NA,36,2,2,NA,1,NA
2004,NA,1,NA,NA,NA,NA,12,NA,NA,4,2,2,NA,1,NA
2004,NA,1,NA,NA,NA,NA,5,NA,NA,28,2,2,NA,1,NA
2004,NA,1,NA,NA,NA,NA,5,NA,NA,36,1,2,NA,1,NA
2004,NA,1,NA,NA,NA,NA,12,NA,NA,26,NA,1,2,2,NA
2004,NA,1,NA,NA,NA,NA,4,NA,NA,36,2,2,NA,1,NA
2004,NA,1,NA,NA,NA,NA,NA,NA,NA,4,1,2,NA,1,NA
2004,NA,1,NA,NA,NA,NA,11,NA,NA,4,NA,1,3,2,NA
2004,NA,1,NA,NA,NA,NA,4,NA,NA,28,NA,1,NA,2,NA
2004,NA,1,NA,NA,NA,NA,2,NA,NA,28,2,2,NA,1,NA
2004,NA,1,NA,NA,NA,NA,12,NA,NA,25,NA,1,NA,2,NA
2004,NA,1,NA,NA,NA,NA,NA,NA,NA,41,NA,1,NA,2,NA
2004,NA,1,NA,NA,NA,NA,13,NA,NA,36,1,2,NA,1,NA
2004,NA,1,NA,NA,NA,NA,NA,NA,NA,4,2,2,NA,1,NA
2004,NA,1,NA,NA,NA,NA,5,NA,NA,28,NA,1,NA,2,NA
2004,NA,1,NA,NA,NA,NA,2,NA,NA,28,2,2,NA,1,NA
2004,NA,1,NA,NA,NA,NA,5,NA,NA,25,NA,1,NA,2,NA
2004,NA,1,NA,NA,NA,NA,4,NA,NA,28,NA,1,3,2,NA
2004,NA,1,NA,NA,NA,NA,2,NA,NA,9,1,2,NA,1,NA
2004,NA,1,NA,NA,NA,NA,29,NA,NA,9,NA,1,1,3,NA
2004,NA,1,NA,NA,NA,NA,2,NA,NA,6,NA,1,NA,2,NA
2004,NA,1,NA,NA,NA,NA,6,NA,NA,13,2,2,NA,1,NA
2004,NA,1,NA,NA,NA,NA,5,NA,NA,15,2,2,NA,1,NA
2004,NA,1,NA,NA,NA,NA,6,NA,NA,15,2,2,NA,1,NA
2004,NA,1,NA,NA,NA,NA,2,NA,NA,36,2,2,NA,1,NA
2004,NA,1,NA,NA,NA,NA,3,NA,NA,26,NA,1,1,3,NA
2004,NA,1,NA,NA,NA,NA,NA,NA,NA,4,2,2,NA,1,NA
2004,NA,1,NA,NA,NA,NA,5,NA,NA,4,2,2,NA,1,NA
2004,NA,1,NA,NA,NA,NA,24,NA,NA,4,1,2,NA,1,NA
2004,NA,1,NA,NA,NA,NA,4,NA,NA,4,1,2,NA,1,NA
2004,NA,NA,NA,NA,NA,NA,2,NA,NA,3,2,2,NA,1,NA
2004,NA,1,NA,NA,NA,NA,NA,NA,NA,4,2,2,NA,1,NA
2004,NA,1,NA,NA,NA,NA,12,NA,NA,4,NA,1,3,2,NA
2004,NA,1,NA,NA,NA,NA,5,NA,NA,4,2,2,NA,1,NA
2004,NA,1,NA,NA,NA,NA,14,NA,NA,4,NA,1,1,3,NA
2004,NA,1,NA,NA,NA,NA,4,NA,NA,4,NA,1,3,2,NA
2004,NA,1,NA,NA,NA,NA,NA,NA,NA,4,NA,1,1,3,NA
2004,NA,1,NA,NA,NA,NA,14,NA,NA,36,NA,1,2,2,NA
2004,NA,0,NA,NA,NA,NA,24,NA,NA,4,NA,1,1,3,NA
2004,NA,1,NA,NA,NA,NA,14,NA,NA,4,1,2,NA,1,NA
2004,NA,1,NA,NA,NA,NA,4,NA,NA,4,2,2,NA,1,NA
2004,NA,1,NA,NA,NA,NA,11,NA,NA,4,2,2,NA,1,NA
2004,NA,1,NA,NA,NA,NA,5,NA,NA,27,2,2,NA,1,NA
2004,NA,1,NA,NA,NA,NA,22,NA,NA,4,NA,1,2,2,NA
2004,NA,1,NA,NA,NA,NA,NA,NA,NA,9,2,2,NA,1,NA
2004,NA,1,NA,NA,NA,NA,NA,NA,NA,36,2,2,NA,1,NA
2004,NA,1,NA,NA,NA,NA,11,NA,NA,4,2,2,NA,1,NA
2004,NA,1,NA,NA,NA,NA,4,NA,NA,5,2,2,NA,1,NA
2004,NA,1,NA,NA,NA,NA,NA,NA,NA,4,2,2,NA,1,NA
2004,NA,1,NA,NA,NA,NA,13,NA,NA,26,NA,1,2,2,NA
2004,NA,1,NA,NA,NA,NA,NA,NA,NA,13,2,2,NA,1,NA
2004,NA,1,NA,NA,NA,NA,NA,NA,NA,36,NA,1,3,2,NA
2004,NA,1,NA,NA,NA,NA,3,NA,NA,36,2,2,NA,1,NA
2004,NA,1,NA,NA,NA,NA,4,NA,NA,4,2,2,NA,1,NA
2004,NA,1,NA,NA,NA,NA,4,NA,NA,4,2,2,NA,1,NA
2004,NA,1,NA,NA,NA,NA,11,NA,NA,4,2,2,NA,1,NA
2004,NA,1,NA,NA,NA,NA,23,NA,NA,36,NA,1,1,3,NA
2004,NA,1,NA,NA,NA,NA,22,NA,NA,26,NA,1,1,3,NA
2004,NA,1,NA,NA,NA,NA,11,NA,NA,4,2,2,NA,1,NA
2004,NA,1,NA,NA,NA,NA,13,NA,NA,36,NA,1,1,3,NA
2004,NA,1,NA,NA,NA,NA,24,NA,NA,9,1,2,NA,1,NA
2004,NA,1,NA,NA,NA,NA,24,NA,NA,4,2,2,NA,1,NA
2004,NA,0,NA,NA,NA,NA,22,NA,NA,26,NA,1,1,3,NA
2004,NA,1,NA,NA,NA,NA,22,NA,NA,4,2,2,NA,1,NA
2004,NA,1,NA,NA,NA,NA,12,NA,NA,17,2,2,NA,1,NA
2004,NA,1,NA,NA,NA,NA,3,NA,NA,9,2,2,NA,1,NA
2004,NA,1,NA,NA,NA,NA,2,NA,NA,28,2,2,NA,1,NA
2004,NA,1,NA,NA,NA,NA,12,NA,NA,36,1,2,NA,1,NA
2004,NA,1,NA,NA,NA,NA,11,NA,NA,28,2,2,NA,1,NA
2004,NA,1,NA,NA,NA,NA,21,NA,NA,5,NA,1,1,3,NA
2004,NA,1,NA,NA,NA,NA,NA,NA,NA,36,2,2,NA,1,NA
2004,NA,1,NA,NA,NA,NA,NA,NA,NA,4,NA,1,3,2,NA
2004,NA,1,NA,NA,NA,NA,6,NA,NA,40,2,2,NA,1,NA
2004,NA,1,NA,NA,NA,NA,5,NA,NA,4,NA,1,3,2,NA
2004,NA,1,NA,NA,NA,NA,21,NA,NA,36,1,2,NA,1,NA
2004,NA,1,NA,NA,NA,NA,5,NA,NA,36,2,2,NA,1,NA
2004,NA,1,NA,NA,NA,NA,4,NA,NA,26,2,2,NA,1,NA
2004,NA,1,NA,NA,NA,NA,22,NA,NA,5,2,2,NA,1,NA
2004,NA,1,NA,NA,NA,NA,13,NA,NA,41,NA,1,NA,2,NA
2004,NA,1,NA,NA,NA,NA,NA,NA,NA,36,1,2,NA,1,NA
2004,NA,1,NA,NA,NA,NA,6,NA,NA,26,NA,1,1,3,NA
2004,NA,1,NA,NA,NA,NA,NA,NA,NA,4,NA,1,1,3,NA
2004,NA,0,NA,NA,NA,NA,13,NA,NA,27,NA,1,3,2,NA
2004,NA,1,NA,NA,NA,NA,22,NA,NA,36,NA,1,3,2,NA
2004,NA,1,NA,NA,NA,NA,1,NA,NA,28,2,2,NA,1,NA
2004,NA,1,NA,NA,NA,NA,4,NA,NA,9,NA,1,NA,2,NA
2004,NA,1,NA,NA,NA,NA,6,NA,NA,13,2,2,NA,1,NA
2004,NA,1,NA,NA,NA,NA,3,NA,NA,36,NA,1,1,3,NA
2004,NA,1,NA,NA,NA,NA,11,NA,NA,4,2,2,NA,1,NA
2004,NA,1,NA,NA,NA,NA,NA,NA,NA,4,2,2,NA,1,NA
2004,NA,1,NA,NA,NA,NA,4,NA,NA,4,2,2,NA,1,NA
2004,NA,1,NA,NA,NA,NA,6,NA,NA,4,2,2,NA,1,NA
2004,NA,1,NA,NA,NA,NA,11,NA,NA,4,2,2,NA,1,NA
2004,NA,1,NA,NA,NA,NA,NA,NA,NA,4,2,2,NA,1,NA
2004,NA,1,NA,NA,NA,NA,13,NA,NA,4,1,2,NA,1,NA
2004,NA,1,NA,NA,NA,NA,6,NA,NA,4,NA,1,1,3,NA
2004,NA,1,NA,NA,NA,NA,29,NA,NA,4,1,2,NA,1,NA
2004,NA,1,NA,NA,NA,NA,21,NA,NA,36,NA,1,2,2,NA
2004,NA,1,NA,NA,NA,NA,12,NA,NA,36,NA,1,1,3,NA
2004,NA,1,NA,NA,NA,NA,NA,NA,NA,4,NA,1,1,3,NA
2004,NA,0,NA,NA,NA,NA,23,NA,NA,4,NA,1,1,3,NA
2004,NA,1,NA,NA,NA,NA,NA,NA,NA,3,NA,1,1,3,NA
2004,NA,1,NA,NA,NA,NA,NA,NA,NA,4,2,2,NA,1,NA
2004,NA,1,NA,NA,NA,NA,23,NA,NA,4,NA,1,3,2,NA
2004,NA,1,NA,NA,NA,NA,12,NA,NA,36,NA,1,3,2,NA
2004,NA,0,NA,NA,NA,NA,1,NA,NA,5,NA,1,1,3,NA
2004,NA,1,NA,NA,NA,NA,5,NA,NA,31,2,2,NA,1,NA
2004,NA,0,NA,NA,NA,NA,23,NA,NA,9,NA,1,3,2,NA
2004,NA,1,NA,NA,NA,NA,1,NA,NA,36,2,2,NA,1,NA
2004,NA,1,NA,NA,NA,NA,11,NA,NA,4,2,2,NA,1,NA
2004,NA,1,NA,NA,NA,NA,5,NA,NA,4,NA,1,1,3,NA
2004,NA,1,NA,NA,NA,NA,6,NA,NA,4,1,2,NA,1,NA
2004,NA,0,NA,NA,NA,NA,NA,NA,NA,36,NA,1,1,3,NA
2004,NA,1,NA,NA,NA,NA,13,NA,NA,36,NA,1,1,3,NA
2004,NA,1,NA,NA,NA,NA,NA,NA,NA,9,NA,1,NA,2,NA
2004,NA,1,NA,NA,NA,NA,NA,NA,NA,4,NA,1,2,2,NA
2004,NA,1,NA,NA,NA,NA,NA,NA,NA,3,2,2,NA,1,NA
2004,NA,1,NA,NA,NA,NA,3,NA,NA,9,2,2,NA,1,NA
2004,NA,0,NA,NA,NA,NA,13,NA,NA,36,NA,1,2,2,NA
2004,NA,1,NA,NA,NA,NA,2,NA,NA,23,1,2,NA,1,NA
2004,NA,1,NA,NA,NA,NA,6,NA,NA,36,NA,1,1,3,NA
2004,NA,1,NA,NA,NA,NA,29,NA,NA,4,NA,1,2,2,NA
2004,NA,1,NA,NA,NA,NA,22,NA,NA,36,NA,1,1,3,NA
2004,NA,1,NA,NA,NA,NA,3,NA,NA,4,2,2,NA,1,NA
2004,NA,1,NA,NA,NA,NA,11,NA,NA,4,1,2,NA,1,NA
2004,NA,1,NA,NA,NA,NA,23,NA,NA,4,NA,1,1,3,NA
2004,NA,1,NA,NA,NA,NA,23,NA,NA,4,NA,1,1,3,NA
2004,NA,1,NA,NA,NA,NA,21,NA,NA,3,1,2,NA,1,NA
2004,NA,1,NA,NA,NA,NA,2,NA,NA,4,2,2,NA,1,NA
2004,NA,1,NA,NA,NA,NA,NA,NA,NA,4,2,2,NA,1,NA
2004,NA,1,NA,NA,NA,NA,2,NA,NA,4,2,2,NA,1,NA
2004,NA,1,NA,NA,NA,NA,NA,NA,NA,28,NA,1,NA,2,NA
2004,NA,1,NA,NA,NA,NA,23,NA,NA,28,1,2,NA,1,NA
2004,NA,1,NA,NA,NA,NA,21,NA,NA,36,2,2,NA,1,NA
2004,NA,1,NA,NA,NA,NA,6,NA,NA,4,2,2,NA,1,NA
2004,NA,0,NA,NA,NA,NA,2,NA,NA,4,NA,1,2,2,NA
2004,NA,1,NA,NA,NA,NA,22,NA,NA,9,1,2,NA,1,NA
2004,NA,1,NA,NA,NA,NA,NA,NA,NA,36,NA,1,3,2,NA
2004,NA,1,NA,NA,NA,NA,5,NA,NA,13,2,2,NA,1,NA
2004,NA,1,NA,NA,NA,NA,6,NA,NA,36,NA,1,1,3,NA
2004,NA,1,NA,NA,NA,NA,NA,NA,NA,4,NA,1,3,2,NA
2004,NA,1,NA,NA,NA,NA,NA,NA,NA,4,2,2,NA,1,NA
2004,NA,1,NA,NA,NA,NA,NA,NA,NA,36,1,2,NA,1,NA
2004,NA,1,NA,NA,NA,NA,24,NA,NA,4,1,2,NA,1,NA
2004,NA,1,NA,NA,NA,NA,11,NA,NA,4,NA,1,3,2,NA
2004,NA,0,NA,NA,NA,NA,NA,NA,NA,36,NA,1,1,3,NA
2004,NA,1,NA,NA,NA,NA,NA,NA,NA,4,2,2,NA,1,NA
2004,NA,1,NA,NA,NA,NA,NA,NA,NA,36,2,2,NA,1,NA
2004,NA,1,NA,NA,NA,NA,NA,NA,NA,36,NA,1,1,3,NA
2004,NA,1,NA,NA,NA,NA,NA,NA,NA,4,1,2,NA,1,NA
2004,NA,0,NA,NA,NA,NA,NA,NA,NA,26,1,2,NA,1,NA
2004,NA,1,NA,NA,NA,NA,1,NA,NA,36,NA,1,3,2,NA
2004,NA,1,NA,NA,NA,NA,6,NA,NA,4,NA,1,1,3,NA
2004,NA,0,NA,NA,NA,NA,21,NA,NA,9,1,2,NA,1,NA
2004,NA,1,NA,NA,NA,NA,23,NA,NA,36,1,2,NA,1,NA
2004,NA,1,NA,NA,NA,NA,NA,NA,NA,36,NA,1,2,2,NA
2004,NA,1,NA,NA,NA,NA,24,NA,NA,36,NA,1,3,2,NA
2004,NA,1,NA,NA,NA,NA,4,NA,NA,4,2,2,NA,1,NA
2004,NA,0,NA,NA,NA,NA,NA,NA,NA,4,NA,1,1,3,NA
2004,NA,1,NA,NA,NA,NA,12,NA,NA,4,NA,1,1,3,NA
2004,NA,1,NA,NA,NA,NA,11,NA,NA,36,2,2,NA,1,NA
2004,NA,1,NA,NA,NA,NA,23,NA,NA,4,NA,1,2,2,NA
2004,NA,1,NA,NA,NA,NA,2,NA,NA,4,2,2,NA,1,NA
2004,NA,1,NA,NA,NA,NA,12,NA,NA,4,2,2,NA,1,NA
2004,NA,1,NA,NA,NA,NA,4,NA,NA,4,1,2,NA,1,NA
2004,NA,1,NA,NA,NA,NA,11,NA,NA,26,NA,1,2,2,NA
2004,NA,1,NA,NA,NA,NA,NA,NA,NA,4,1,2,NA,1,NA
2004,NA,1,NA,NA,NA,NA,6,NA,NA,4,1,2,NA,1,NA
2004,NA,1,NA,NA,NA,NA,1,NA,NA,4,2,2,NA,1,NA
2004,NA,1,NA,NA,NA,NA,NA,NA,NA,4,2,2,NA,1,NA
2004,NA,1,NA,NA,NA,NA,3,NA,NA,17,2,2,NA,1,NA
2004,NA,1,NA,NA,NA,NA,NA,NA,NA,4,2,2,NA,1,NA
2004,NA,1,NA,NA,NA,NA,4,NA,NA,36,1,2,NA,1,NA
2004,NA,NA,NA,NA,NA,NA,4,NA,NA,3,2,2,NA,1,NA
2004,NA,1,NA,NA,NA,NA,11,NA,NA,17,2,2,NA,1,NA
2004,NA,1,NA,NA,NA,NA,6,NA,NA,5,2,2,NA,1,NA
2004,NA,0,NA,NA,NA,NA,6,NA,NA,36,NA,1,1,3,NA
2004,NA,1,NA,NA,NA,NA,3,NA,NA,4,2,2,NA,1,NA
2004,NA,1,NA,NA,NA,NA,22,NA,NA,4,1,2,NA,1,NA
2004,NA,1,NA,NA,NA,NA,21,NA,NA,4,2,2,NA,1,NA
2004,NA,1,NA,NA,NA,NA,23,NA,NA,36,NA,1,1,3,NA
2004,NA,1,NA,NA,NA,NA,22,NA,NA,4,1,2,NA,1,NA
2004,NA,1,NA,NA,NA,NA,NA,NA,NA,36,2,2,NA,1,NA
2006,NA,0,NA,NA,73,1,NA,1,NA,NA,NA,1,1,3,2
2006,NA,0.5,NA,NA,58,1,NA,4,NA,NA,NA,1,1,3,1
2006,NA,1,NA,NA,29,1,NA,3,NA,NA,NA,1,3,2,1
2006,NA,0.5,NA,NA,35,1,NA,3,NA,NA,NA,1,2,2,1
2006,NA,1,NA,NA,74,1,NA,3,NA,NA,NA,1,2,2,2
2006,NA,0.5,NA,NA,20,1,NA,2,NA,NA,NA,1,2,2,3
2006,NA,0.5,NA,NA,48,1,NA,2,NA,NA,NA,1,3,2,3
2006,NA,1,NA,NA,43,1,NA,1,NA,NA,2,2,NA,1,1
2006,NA,0.5,NA,NA,31,1,NA,5,NA,NA,NA,1,2,2,NA
2006,NA,1,NA,NA,41,1,NA,3,NA,NA,NA,1,3,2,NA
2006,NA,0.5,NA,NA,40,1,NA,1,NA,NA,NA,1,2,2,3
2006,NA,0.5,NA,NA,71,1,NA,1,NA,NA,NA,1,1,3,1
2006,NA,1,NA,NA,28,1,NA,1,NA,NA,2,2,NA,1,3
2006,NA,0.5,NA,NA,18,1,NA,5,NA,NA,NA,1,2,2,1
2006,NA,1,NA,NA,60,1,NA,3,NA,NA,2,2,NA,1,NA
2006,NA,0.5,NA,NA,19,1,NA,5,NA,NA,NA,1,2,2,3
2006,NA,1,NA,NA,31,1,NA,3,NA,NA,1,2,NA,1,3
2006,NA,1,NA,NA,28,1,NA,1,NA,NA,NA,1,3,2,3
2006,NA,1,NA,NA,19,1,NA,5,NA,NA,2,2,NA,1,NA
2006,NA,1,NA,NA,23,1,NA,5,NA,NA,1,2,NA,1,3
2006,NA,0.5,NA,NA,30,1,NA,1,NA,NA,NA,1,2,2,3
2006,NA,1,NA,NA,34,1,NA,1,NA,NA,2,2,NA,1,NA
2006,NA,0.5,NA,NA,33,1,NA,1,NA,NA,2,2,NA,1,NA
2006,NA,1,NA,NA,49,1,NA,1,NA,NA,1,2,NA,1,3
2006,NA,1,NA,NA,21,1,NA,5,NA,NA,1,2,NA,1,1
2006,NA,1,NA,NA,45,1,NA,1,NA,NA,2,2,NA,1,3
2006,NA,0.5,NA,NA,23,1,NA,2,NA,NA,2,2,NA,1,3
2006,NA,1,NA,NA,34,1,NA,1,NA,NA,NA,1,3,2,2
2006,NA,0.5,NA,NA,41,1,NA,3,NA,NA,2,2,NA,1,1
2006,NA,1,NA,NA,28,1,NA,3,NA,NA,2,2,NA,1,3
2006,NA,0.5,NA,NA,23,1,NA,5,NA,NA,NA,1,2,2,NA
2006,NA,1,NA,NA,53,1,NA,3,NA,NA,2,2,NA,1,3
2006,NA,0.5,NA,NA,30,1,NA,3,NA,NA,2,2,NA,1,3
2006,NA,NA,NA,NA,60,1,NA,4,NA,NA,NA,1,1,3,1
2006,NA,1,NA,NA,30,1,NA,5,NA,NA,NA,1,1,3,3
2006,NA,1,NA,NA,37,1,NA,1,NA,NA,NA,2,NA,1,NA
2006,NA,1,NA,NA,45,1,NA,3,NA,NA,1,2,NA,1,3
2006,NA,NA,NA,NA,45,NA,NA,1,NA,NA,NA,1,2,2,NA
2006,NA,0.5,NA,NA,44,1,NA,1,NA,NA,1,2,NA,1,2
2006,NA,0.5,NA,NA,36,1,NA,5,NA,NA,NA,1,1,3,1
2006,NA,0.5,NA,NA,74,1,NA,1,NA,NA,NA,1,3,2,1
2006,NA,1,NA,NA,30,1,NA,5,NA,NA,2,2,NA,1,3
2006,NA,1,NA,NA,38,1,NA,3,NA,NA,2,2,NA,1,NA
2006,NA,0.5,NA,NA,36,1,NA,1,NA,NA,2,2,NA,1,NA
2006,NA,1,NA,NA,68,1,NA,3,NA,NA,NA,1,3,2,1
2006,NA,1,NA,NA,19,1,NA,5,NA,NA,NA,1,3,2,3
2006,NA,0.5,NA,NA,40,1,NA,1,NA,NA,2,2,NA,1,NA
2006,NA,1,NA,NA,33,1,NA,1,NA,NA,2,2,NA,1,1
2006,NA,0.5,NA,NA,50,1,NA,1,NA,NA,2,2,NA,1,NA
2006,NA,1,NA,NA,60,1,NA,1,NA,NA,2,2,NA,1,NA
2006,NA,NA,NA,NA,43,1,NA,3,NA,NA,NA,1,1,3,3
2006,NA,0.5,NA,NA,80,1,NA,1,NA,NA,NA,1,3,2,2
2006,NA,1,NA,NA,27,1,NA,1,NA,NA,2,2,NA,1,3
2006,NA,1,NA,NA,22,1,NA,5,NA,NA,2,2,NA,1,3
2006,NA,0.5,NA,NA,36,1,NA,1,NA,NA,2,2,NA,1,1
2006,NA,1,NA,NA,32,1,NA,1,NA,NA,2,2,NA,1,1
2006,NA,1,NA,NA,23,1,NA,1,NA,NA,2,2,NA,1,3
2006,NA,0.5,NA,NA,61,NA,NA,1,NA,NA,NA,1,1,3,3
2006,NA,1,NA,NA,20,1,NA,5,NA,NA,2,2,NA,1,NA
2006,NA,1,NA,NA,NA,NA,NA,1,NA,NA,2,2,NA,1,NA
2006,NA,1,NA,NA,55,1,NA,1,NA,NA,NA,1,1,3,1
2006,NA,0.5,NA,NA,45,1,NA,1,NA,NA,NA,1,3,2,2
2006,NA,1,NA,NA,27,1,NA,5,NA,NA,2,2,NA,1,3
2006,NA,0.5,NA,NA,60,1,NA,1,NA,NA,2,2,NA,1,NA
2006,NA,1,NA,NA,53,NA,NA,3,NA,NA,NA,1,1,3,2
2006,NA,1,NA,NA,26,1,NA,5,NA,NA,1,2,NA,1,3
2006,NA,1,NA,NA,53,1,NA,1,NA,NA,NA,1,1,3,2
2006,NA,1,NA,NA,25,1,NA,2,NA,NA,NA,1,1,3,1
2006,NA,0.5,NA,NA,53,1,NA,2,NA,NA,2,2,NA,1,3
2006,NA,0.5,NA,NA,50,NA,NA,1,NA,NA,NA,1,3,2,1
2006,NA,0.5,NA,NA,34,1,NA,2,NA,NA,NA,1,1,3,3
2006,NA,0.5,NA,NA,45,1,NA,1,NA,NA,2,2,NA,1,3
2006,NA,0.5,NA,NA,27,1,NA,1,NA,NA,NA,1,3,2,1
2006,NA,0.5,NA,NA,56,NA,NA,1,NA,NA,NA,1,1,3,3
2006,NA,0.5,NA,NA,37,1,NA,5,NA,NA,NA,1,3,2,1
2006,NA,0.5,NA,NA,35,1,NA,1,NA,NA,NA,1,3,2,1
2006,NA,0.5,NA,NA,18,1,NA,2,NA,NA,NA,1,3,2,3
2006,NA,1,NA,NA,41,1,NA,1,NA,NA,NA,1,3,2,3
2006,NA,0.5,NA,NA,44,1,NA,1,NA,NA,1,2,NA,1,NA
2006,NA,1,NA,NA,28,1,NA,2,NA,NA,2,2,NA,1,1
2006,NA,1,NA,NA,32,1,NA,1,NA,NA,2,2,NA,1,3
2006,NA,0.5,NA,NA,43,1,NA,1,NA,NA,NA,1,3,2,1
2006,NA,0.5,NA,NA,19,1,NA,2,NA,NA,2,2,NA,1,3
2006,NA,0.5,NA,NA,32,NA,NA,1,NA,NA,2,2,NA,1,3
2006,NA,0.5,NA,NA,33,1,NA,1,NA,NA,2,2,NA,1,NA
2006,NA,0.5,NA,NA,35,1,NA,1,NA,NA,2,2,NA,1,NA
2006,NA,1,NA,NA,21,1,NA,2,NA,NA,2,2,NA,1,3
2006,NA,0.5,NA,NA,40,1,NA,1,NA,NA,1,2,NA,1,NA
2006,NA,0.5,NA,NA,63,1,NA,3,NA,NA,NA,1,1,3,NA
2006,NA,0.5,NA,NA,46,1,NA,3,NA,NA,NA,1,3,2,1
2006,NA,0.5,NA,NA,26,1,NA,1,NA,NA,2,2,NA,1,2
2006,NA,NA,NA,NA,35,1,NA,1,NA,NA,NA,1,3,2,3
2006,NA,1,NA,NA,27,1,NA,1,NA,NA,2,2,NA,1,NA
2006,NA,0.5,NA,NA,37,1,NA,2,NA,NA,2,2,NA,1,3
