year,raw_name,concept,harmonized_name,values_recode,manual_review_needed,harmonization_notes,original_label
2002,STATE,geography,geography,State/region codes,NO,Geographic location indicators,State Abbreviation
2002,QN37C,household,household_size,Continuous variable (number of people),YES - Long/complex label,Number of people in household,Q.37c Will you tell me for each of the following whether it is something you personally agree with or disagree with? Elderly parents should live with their adult children.
2002,QN43,household,household_size,Continuous variable (number of people),YES - Long/complex label,Number of people in household,"Q.43 Was there a time over the past year when you or another family member living in your household needed medical care, but did not get it?"
2002,QN45,household,household_size,Continuous variable (number of people),YES - Long/complex label,Number of people in household,"Q.45 In the past 12 months, have you (or someone else in your household) ever put off or postponed seeking health care you felt you needed but you could not afford?"
2002,GEN1TO2,immigrant_generation,immigrant_generation,"1=First generation, 2=Second generation, 3=Third+ generation",NO,Derived from respondent and parent nativity,Generation (PR as gen 2)
2002,GEN1TO4,immigrant_generation,immigrant_generation,"1=First generation, 2=Second generation, 3=Third+ generation",NO,Derived from respondent and parent nativity,Generation (PR as gen 1)
2002,GEN1_3,immigrant_generation,immigrant_generation,"1=First generation, 2=Second generation, 3=Third+ generation",NO,Derived from respondent and parent nativity,"PR gen 1, gen3 and 4 combined"
2002,QN11_33,immigration_attitudes,immigration_attitude,"1=Pro-immigration, 2=Neutral, 3=Anti-immigration",YES - Long/complex label,General immigration attitude scale,Q.11 What do you think are the two most important issues for the government to address?- Immigration/illegal alien issues (general)
2002,QN12_87,immigration_attitudes,immigration_attitude,"1=Pro-immigration, 2=Neutral, 3=Anti-immigration",YES - Long/complex label,General immigration attitude scale,Q.12 What do you think are the two most important health care issues for the government to address?- Immigrants/help immigrants
2002,ECON,income,household_income,Categorical income brackets - see codebook,NO,Household income categories,Economic Attachment
2002,INC1,income,household_income,Categorical income brackets - see codebook,NO,Household income categories,Income (1-4)
2002,INC2,income,household_income,Categorical income brackets - see codebook,NO,Household income categories,Income (1-3)
2002,INC3,income,household_income,Categorical income brackets - see codebook,NO,Household income categories,Income (1-2)
2002,INCOME,income,household_income,Categorical income brackets - see codebook,NO,Household income categories,Q.110/111/112/113. Income Summary Table
2002,QN110,income,household_income,Categorical income brackets - see codebook,NO,Household income categories,"Q.110 Is your total annual household income from all sources, and before taxes:"
2002,QN14,income,household_income,Categorical income brackets - see codebook,YES - Long/complex label,Household income categories,"Q.14 In the past year, has your personal financial situation gotten better, gotten worse, or stayed about the same?"
2002,QN15B,income,household_income,Categorical income brackets - see codebook,YES - Long/complex label,Household income categories,"Q.15b For each of the following, please tell me whether or not it is something that has happened to you or your immediate family during the past year. Have you been able to save money for the future?"
2002,QN85,income,household_income,Categorical income brackets - see codebook,NO,Household income categories,Q.85 Do you regularly send money back to your country of origin or not?
2002,ENGLISH,language,language_home,"1=English only, 2=Spanish only, 3=Both English and Spanish, 4=Other",YES - Missing label,Primary language spoken at home,NA
2002,QN2,language,language_home,"1=English only, 2=Spanish only, 3=Both English and Spanish, 4=Other",NO,Primary language spoken at home,Q.2 Would you prefer to be interviewed in English or Spanish?
2002,QN48,language,language_home,"1=English only, 2=Spanish only, 3=Both English and Spanish, 4=Other",YES - Long/complex label,Primary language spoken at home,"Q.48 Would you say you can carry on a conversation in Spanish, both understanding and speaking,-- very well, pretty well, just a little, or not at all?"
2002,QN49,language,language_home,"1=English only, 2=Spanish only, 3=Both English and Spanish, 4=Other",YES - Long/complex label,Primary language spoken at home,"Q.49 Would you say you can read a newspaper or book in Spanish-- very well, pretty well, just a little, or not at all?"
2002,QN50,language,language_home,"1=English only, 2=Spanish only, 3=Both English and Spanish, 4=Other",YES - Long/complex label,Primary language spoken at home,"Q.50 Would you say you can carry on a conversation in English, both understanding and speaking,-- very well, pretty well, just a little, or not at all?"
2002,QN51,language,language_home,"1=English only, 2=Spanish only, 3=Both English and Spanish, 4=Other",YES - Long/complex label,Primary language spoken at home,"Q.51 Would you say you can read a newspaper or book in English-- very well, pretty well, just a little, or not at all?"
2002,QN52,language,language_home,"1=English only, 2=Spanish only, 3=Both English and Spanish, 4=Other",YES - Long/complex label,Primary language spoken at home,"Q.52 If you had to put something together from a set of instructions, would you prefer the instructions be written in English or in Spanish?"
2002,SPANISH,language,language_home,"1=English only, 2=Spanish only, 3=Both English and Spanish, 4=Other",YES - Missing label,Primary language spoken at home,NA
2002,QN19C,marital_status,marital_status,"1=Married, 2=Single, 3=Divorced/Separated, 4=Widowed",YES - Long/complex label,Marital status categories,"Q.19c Thinking about your own values and morals, I'd like you to tell me whether you think in general, it is acceptable or unacceptable. How about having a child without being married?"
2002,QN37A,marital_status,marital_status,"1=Married, 2=Single, 3=Divorced/Separated, 4=Widowed",YES - Long/complex label,Marital status categories,Q.37a Will you tell me for each of the following whether it is something you personally agree with or disagree with? In general the husband should have the final say in family matters.
2002,QN37B,marital_status,marital_status,"1=Married, 2=Single, 3=Divorced/Separated, 4=Widowed",YES - Long/complex label,Marital status categories,Q.37b Will you tell me for each of the following whether it is something you personally agree with or disagree with? It is better for children to live in their parents' home until they get married.
2002,QN92,marital_status,marital_status,"1=Married, 2=Single, 3=Divorced/Separated, 4=Widowed",YES - Long/complex label,Marital status categories,"Q.92 Are you currently married, living with a partner, widowed, divorced, separated, or have you never been married?"
2002,FORBORN1,nativity,nativity,"1=US born, 2=Foreign born",NO,Binary nativity status,Foreign Born (W/ PR as foreign born)
2002,FORBORN2,nativity,nativity,"1=US born, 2=Foreign born",NO,Binary nativity status,Foreign Born (W/ PR as US born)
2002,QN106,place_birth,place_birth,"1=US born, 2=Foreign born",YES - Multiple questions,Place of birth (binary or country codes),Q.106 Were either of your parents born outside the US? One or both?
2002,QN109,place_birth,place_birth,"1=US born, 2=Foreign born",NO,Place of birth (binary or country codes),"Q.109 How many of your grandparents, if any, were born outside the US?"
2002,QN3,place_birth,place_birth,"1=US born, 2=Foreign born",YES - Complex question type,Place of birth (binary or country codes),"Q.3 Were you born in the United States, the island of Puerto Rico or in another country?"
2002,QN4,place_birth,place_birth,"1=US born, 2=Foreign born",NO,Place of birth (binary or country codes),Q.4 In what country were you born?
2002,QN86,place_birth,place_birth,"1=US born, 2=Foreign born",NO,Place of birth (binary or country codes),Q.86 How recently have you returned to the country of your birth for a visit?
2002,RQN86,place_birth,place_birth,"1=US born, 2=Foreign born",NO,Place of birth (binary or country codes),How recently have you returned to the country of your birth for a visit?
2002,Q12_1,political_attitudes,political_attitudes,Variable-specific - see codebook,YES - Long/complex label,Political attitude scales - needs manual review per variable,Q.12 What do you think are the two most important health care issues for the government to address?- Diseases
2002,Q12_10,political_attitudes,political_attitudes,Variable-specific - see codebook,YES - Long/complex label,Political attitude scales - needs manual review per variable,Q.12 What do you think are the two most important health care issues for the government to address?- Social Issues Related to Health
2002,Q12_11,political_attitudes,political_attitudes,Variable-specific - see codebook,YES - Long/complex label,Political attitude scales - needs manual review per variable,Q.12 What do you think are the two most important health care issues for the government to address?- Terrorism/Public Safety
2002,Q12_12,political_attitudes,political_attitudes,Variable-specific - see codebook,YES - Long/complex label,Political attitude scales - needs manual review per variable,Q.12 What do you think are the two most important health care issues for the government to address?- Other
2002,Q12_13,political_attitudes,political_attitudes,Variable-specific - see codebook,YES - Long/complex label,Political attitude scales - needs manual review per variable,Q.12 What do you think are the two most important health care issues for the government to address?- Medicaid
2002,Q12_14,political_attitudes,political_attitudes,Variable-specific - see codebook,YES - Long/complex label,Political attitude scales - needs manual review per variable,Q.12 What do you think are the two most important health care issues for the government to address?- None
2002,Q12_15,political_attitudes,political_attitudes,Variable-specific - see codebook,YES - Long/complex label,Political attitude scales - needs manual review per variable,Q.12 What do you think are the two most important health care issues for the government to address?- Don't Know
2002,Q12_16,political_attitudes,political_attitudes,Variable-specific - see codebook,YES - Long/complex label,Political attitude scales - needs manual review per variable,Q.12 What do you think are the two most important health care issues for the government to address?- Refused
2002,Q12_2,political_attitudes,political_attitudes,Variable-specific - see codebook,YES - Long/complex label,Political attitude scales - needs manual review per variable,Q.12 What do you think are the two most important health care issues for the government to address?- Lifestyle
2002,Q12_3,political_attitudes,political_attitudes,Variable-specific - see codebook,YES - Long/complex label,Political attitude scales - needs manual review per variable,Q.12 What do you think are the two most important health care issues for the government to address?- Perscription Drugs
2002,Q12_4,political_attitudes,political_attitudes,Variable-specific - see codebook,YES - Long/complex label,Political attitude scales - needs manual review per variable,Q.12 What do you think are the two most important health care issues for the government to address?- Healthcare Costs General and HC Access
2002,Q12_5,political_attitudes,political_attitudes,Variable-specific - see codebook,YES - Long/complex label,Political attitude scales - needs manual review per variable,Q.12 What do you think are the two most important health care issues for the government to address?- Health Insurance
2002,Q12_6,political_attitudes,political_attitudes,Variable-specific - see codebook,YES - Long/complex label,Political attitude scales - needs manual review per variable,Q.12 What do you think are the two most important health care issues for the government to address?- Elderly Perscription Drugs
2002,Q12_7,political_attitudes,political_attitudes,Variable-specific - see codebook,YES - Long/complex label,Political attitude scales - needs manual review per variable,Q.12 What do you think are the two most important health care issues for the government to address?- Medicare/Elderly
2002,Q12_8,political_attitudes,political_attitudes,Variable-specific - see codebook,YES - Long/complex label,Political attitude scales - needs manual review per variable,Q.12 What do you think are the two most important health care issues for the government to address?- Issues related to Healthcare Professional
2002,Q12_9,political_attitudes,political_attitudes,Variable-specific - see codebook,YES - Long/complex label,Political attitude scales - needs manual review per variable,Q.12 What do you think are the two most important health care issues for the government to address?- Insurance Issues
2002,QN10,political_attitudes,political_attitudes,Variable-specific - see codebook,YES - Long/complex label,Political attitude scales - needs manual review per variable,"Q.10 Some people believe that Religious, charitable and community organizations can do the best job of providing services to people in need. Others believe that The government can do the best job. ..."
2002,QN1101,political_attitudes,political_attitudes,Variable-specific - see codebook,NO,Political attitude scales - needs manual review per variable,Q.11 What do you think are the two most important issues for the government to address?
2002,QN1102,political_attitudes,political_attitudes,Variable-specific - see codebook,NO,Political attitude scales - needs manual review per variable,Q.11 What do you think are the two most important issues for the government to address?
2002,QN1103,political_attitudes,political_attitudes,Variable-specific - see codebook,NO,Political attitude scales - needs manual review per variable,Q.11 What do you think are the two most important issues for the government to address?
2002,QN11_01,political_attitudes,political_attitudes,Variable-specific - see codebook,YES - Long/complex label,Political attitude scales - needs manual review per variable,Q.11 What do you think are the two most important issues for the government to address?- Healthcare/healthcare reform
2002,QN11_02,political_attitudes,political_attitudes,Variable-specific - see codebook,NO,Political attitude scales - needs manual review per variable,Q.11 What do you think are the two most important issues for the government to address?- Medicare
2002,QN11_03,political_attitudes,political_attitudes,Variable-specific - see codebook,YES - Long/complex label,Political attitude scales - needs manual review per variable,Q.11 What do you think are the two most important issues for the government to address?- Prescription drug costs are too high
2002,QN11_04,political_attitudes,political_attitudes,Variable-specific - see codebook,YES - Long/complex label,Political attitude scales - needs manual review per variable,Q.11 What do you think are the two most important issues for the government to address?- Other healthcare
2002,QN11_05,political_attitudes,political_attitudes,Variable-specific - see codebook,NO,Political attitude scales - needs manual review per variable,Q.11 What do you think are the two most important issues for the government to address?- The economy
2002,QN11_07,political_attitudes,political_attitudes,Variable-specific - see codebook,YES - Long/complex label,Political attitude scales - needs manual review per variable,Q.11 What do you think are the two most important issues for the government to address?- Unemployment/create more jobs
2002,QN11_08,political_attitudes,political_attitudes,Variable-specific - see codebook,YES - Long/complex label,Political attitude scales - needs manual review per variable,Q.11 What do you think are the two most important issues for the government to address?- Poverty/more help for the poor/homeless
2002,QN11_09,political_attitudes,political_attitudes,Variable-specific - see codebook,YES - Long/complex label,Political attitude scales - needs manual review per variable,Q.11 What do you think are the two most important issues for the government to address?- Welfare/welfare reform
2002,QN11_10,political_attitudes,political_attitudes,Variable-specific - see codebook,YES - Long/complex label,Political attitude scales - needs manual review per variable,Q.11 What do you think are the two most important issues for the government to address?- Housing/better housing for low income
2002,QN11_11,political_attitudes,political_attitudes,Variable-specific - see codebook,YES - Long/complex label,Political attitude scales - needs manual review per variable,Q.11 What do you think are the two most important issues for the government to address?- Other economical
2002,QN11_13,political_attitudes,political_attitudes,Variable-specific - see codebook,YES - Long/complex label,Political attitude scales - needs manual review per variable,Q.11 What do you think are the two most important issues for the government to address?- National budget/deficit/reducing the nation's deficit
2002,QN11_14,political_attitudes,political_attitudes,Variable-specific - see codebook,YES - Long/complex label,Political attitude scales - needs manual review per variable,Q.11 What do you think are the two most important issues for the government to address?- Foreign policy/foreign relations
2002,QN11_15,political_attitudes,political_attitudes,Variable-specific - see codebook,YES - Long/complex label,Political attitude scales - needs manual review per variable,Q.11 What do you think are the two most important issues for the government to address?- World peace/peace in the Middle East
2002,QN11_16,political_attitudes,political_attitudes,Variable-specific - see codebook,YES - Long/complex label,Political attitude scales - needs manual review per variable,Q.11 What do you think are the two most important issues for the government to address?- Military/national defense/strengthen our country's defense
2002,QN11_18,political_attitudes,political_attitudes,Variable-specific - see codebook,YES - Long/complex label,Political attitude scales - needs manual review per variable,Q.11 What do you think are the two most important issues for the government to address?- Honesty in government
2002,QN11_19,political_attitudes,political_attitudes,Variable-specific - see codebook,YES - Long/complex label,Political attitude scales - needs manual review per variable,Q.11 What do you think are the two most important issues for the government to address?- Keep government out of our lives
2002,QN11_20,political_attitudes,political_attitudes,Variable-specific - see codebook,YES - Long/complex label,Political attitude scales - needs manual review per variable,Q.11 What do you think are the two most important issues for the government to address?- Other governmental/political issues
2002,QN11_21,political_attitudes,political_attitudes,Variable-specific - see codebook,YES - Long/complex label,Political attitude scales - needs manual review per variable,Q.11 What do you think are the two most important issues for the government to address?- Crime/violence
2002,QN11_22,political_attitudes,political_attitudes,Variable-specific - see codebook,YES - Long/complex label,Political attitude scales - needs manual review per variable,Q.11 What do you think are the two most important issues for the government to address?- Drug problems
2002,QN11_23,political_attitudes,political_attitudes,Variable-specific - see codebook,YES - Long/complex label,Political attitude scales - needs manual review per variable,Q.11 What do you think are the two most important issues for the government to address?- Gun control/gun laws
2002,QN11_24,political_attitudes,political_attitudes,Variable-specific - see codebook,YES - Long/complex label,Political attitude scales - needs manual review per variable,Q.11 What do you think are the two most important issues for the government to address?- Racism/civil rights
2002,QN11_25,political_attitudes,political_attitudes,Variable-specific - see codebook,YES - Long/complex label,Political attitude scales - needs manual review per variable,Q.11 What do you think are the two most important issues for the government to address?- Other unlawful
2002,QN11_26,political_attitudes,political_attitudes,Variable-specific - see codebook,YES - Long/complex label,Political attitude scales - needs manual review per variable,Q.11 What do you think are the two most important issues for the government to address?- Education/school system/better schooling
2002,QN11_27,political_attitudes,political_attitudes,Variable-specific - see codebook,YES - Long/complex label,Political attitude scales - needs manual review per variable,Q.11 What do you think are the two most important issues for the government to address?- Taxes/tax reform
2002,QN11_28,political_attitudes,political_attitudes,Variable-specific - see codebook,YES - Long/complex label,Political attitude scales - needs manual review per variable,Q.11 What do you think are the two most important issues for the government to address?- Social security
2002,QN11_29,political_attitudes,political_attitudes,Variable-specific - see codebook,YES - Long/complex label,Political attitude scales - needs manual review per variable,Q.11 What do you think are the two most important issues for the government to address?- Environmental issues/lack of concern for the environment
2002,QN11_30,political_attitudes,political_attitudes,Variable-specific - see codebook,YES - Long/complex label,Political attitude scales - needs manual review per variable,"Q.11 What do you think are the two most important issues for the government to address?- Utility rates/gas, electric and oil rates"
2002,QN11_31,political_attitudes,political_attitudes,Variable-specific - see codebook,YES - Long/complex label,Political attitude scales - needs manual review per variable,Q.11 What do you think are the two most important issues for the government to address?- Abortion issues
2002,QN11_32,political_attitudes,political_attitudes,Variable-specific - see codebook,YES - Long/complex label,Political attitude scales - needs manual review per variable,Q.11 What do you think are the two most important issues for the government to address?- Moral values
2002,QN11_35,political_attitudes,political_attitudes,Variable-specific - see codebook,YES - Long/complex label,Political attitude scales - needs manual review per variable,Q.11 What do you think are the two most important issues for the government to address?- Energy crisis
2002,QN11_36,political_attitudes,political_attitudes,Variable-specific - see codebook,YES - Long/complex label,Political attitude scales - needs manual review per variable,Q.11 What do you think are the two most important issues for the government to address?- Childcare/childcare reform
2002,QN11_37,political_attitudes,political_attitudes,Variable-specific - see codebook,YES - Long/complex label,Political attitude scales - needs manual review per variable,Q.11 What do you think are the two most important issues for the government to address?- Terrorism/events of 9/11
2002,QN11_38,political_attitudes,political_attitudes,Variable-specific - see codebook,NO,Political attitude scales - needs manual review per variable,Q.11 What do you think are the two most important issues for the government to address?- Aids
2002,QN11_39,political_attitudes,political_attitudes,Variable-specific - see codebook,NO,Political attitude scales - needs manual review per variable,Q.11 What do you think are the two most important issues for the government to address?- Cancer
2002,QN11_41,political_attitudes,political_attitudes,Variable-specific - see codebook,YES - Long/complex label,Political attitude scales - needs manual review per variable,Q.11 What do you think are the two most important issues for the government to address?- Religion/religious/churches
2002,QN11_43,political_attitudes,political_attitudes,Variable-specific - see codebook,YES - Long/complex label,Political attitude scales - needs manual review per variable,Q.11 What do you think are the two most important issues for the government to address?- Foreign aid/help our people first/well being of our people
2002,QN11_96,political_attitudes,political_attitudes,Variable-specific - see codebook,NO,Political attitude scales - needs manual review per variable,Q.11 What do you think are the two most important issues for the government to address?- None
2002,QN11_97,political_attitudes,political_attitudes,Variable-specific - see codebook,YES - Complex question type,Political attitude scales - needs manual review per variable,Q.11 What do you think are the two most important issues for the government to address?- Other
2002,QN11_98,political_attitudes,political_attitudes,Variable-specific - see codebook,NO,Political attitude scales - needs manual review per variable,Q.11 What do you think are the two most important issues for the government to address?- Don't Know
2002,QN11_99,political_attitudes,political_attitudes,Variable-specific - see codebook,NO,Political attitude scales - needs manual review per variable,Q.11 What do you think are the two most important issues for the government to address?- Refused
2002,QN1201,political_attitudes,political_attitudes,Variable-specific - see codebook,NO,Political attitude scales - needs manual review per variable,Q.12 What do you think are the two most important health care issues for the government to address?
2002,QN1202,political_attitudes,political_attitudes,Variable-specific - see codebook,NO,Political attitude scales - needs manual review per variable,Q.12 What do you think are the two most important health care issues for the government to address?
2002,QN1203,political_attitudes,political_attitudes,Variable-specific - see codebook,NO,Political attitude scales - needs manual review per variable,Q.12 What do you think are the two most important health care issues for the government to address?
2002,QN12_01,political_attitudes,political_attitudes,Variable-specific - see codebook,YES - Long/complex label,Political attitude scales - needs manual review per variable,Q.12 What do you think are the two most important health care issues for the government to address?- Heart/heart disease (heart conditon/heart failure)
2002,QN12_02,political_attitudes,political_attitudes,Variable-specific - see codebook,YES - Long/complex label,Political attitude scales - needs manual review per variable,Q.12 What do you think are the two most important health care issues for the government to address?- Heart attack
2002,QN12_03,political_attitudes,political_attitudes,Variable-specific - see codebook,YES - Long/complex label,Political attitude scales - needs manual review per variable,Q.12 What do you think are the two most important health care issues for the government to address?- Blood pressure/high blood pressure/hypertension
2002,QN12_04,political_attitudes,political_attitudes,Variable-specific - see codebook,YES - Long/complex label,Political attitude scales - needs manual review per variable,Q.12 What do you think are the two most important health care issues for the government to address?- Stroke
2002,QN12_05,political_attitudes,political_attitudes,Variable-specific - see codebook,YES - Long/complex label,Political attitude scales - needs manual review per variable,Q.12 What do you think are the two most important health care issues for the government to address?- Cancer
2002,QN12_06,political_attitudes,political_attitudes,Variable-specific - see codebook,YES - Long/complex label,Political attitude scales - needs manual review per variable,Q.12 What do you think are the two most important health care issues for the government to address?- Hiv/aids
2002,QN12_07,political_attitudes,political_attitudes,Variable-specific - see codebook,YES - Long/complex label,Political attitude scales - needs manual review per variable,Q.12 What do you think are the two most important health care issues for the government to address?- Diabetes
2002,QN12_08,political_attitudes,political_attitudes,Variable-specific - see codebook,YES - Long/complex label,Political attitude scales - needs manual review per variable,Q.12 What do you think are the two most important health care issues for the government to address?- Arthritis
2002,QN12_09,political_attitudes,political_attitudes,Variable-specific - see codebook,YES - Long/complex label,Political attitude scales - needs manual review per variable,Q.12 What do you think are the two most important health care issues for the government to address?- Alzheimer's
2002,QN12_10,political_attitudes,political_attitudes,Variable-specific - see codebook,YES - Long/complex label,Political attitude scales - needs manual review per variable,Q.12 What do you think are the two most important health care issues for the government to address?- Std's
2002,QN12_11,political_attitudes,political_attitudes,Variable-specific - see codebook,YES - Long/complex label,Political attitude scales - needs manual review per variable,Q.12 What do you think are the two most important health care issues for the government to address?- Respiratory conditions/lung disease
2002,QN12_12,political_attitudes,political_attitudes,Variable-specific - see codebook,YES - Long/complex label,Political attitude scales - needs manual review per variable,Q.12 What do you think are the two most important health care issues for the government to address?- Cholesterol
2002,QN12_13,political_attitudes,political_attitudes,Variable-specific - see codebook,YES - Long/complex label,Political attitude scales - needs manual review per variable,Q.12 What do you think are the two most important health care issues for the government to address?- Mental health/depression
2002,QN12_14,political_attitudes,political_attitudes,Variable-specific - see codebook,YES - Long/complex label,Political attitude scales - needs manual review per variable,Q.12 What do you think are the two most important health care issues for the government to address?- Obesity/being overweight (over eating)
2002,QN12_15,political_attitudes,political_attitudes,Variable-specific - see codebook,YES - Long/complex label,Political attitude scales - needs manual review per variable,Q.12 What do you think are the two most important health care issues for the government to address?- Other diseases
2002,QN12_16,political_attitudes,political_attitudes,Variable-specific - see codebook,YES - Long/complex label,Political attitude scales - needs manual review per variable,Q.12 What do you think are the two most important health care issues for the government to address?- Drug abuse
2002,QN12_17,political_attitudes,political_attitudes,Variable-specific - see codebook,YES - Long/complex label,Political attitude scales - needs manual review per variable,Q.12 What do you think are the two most important health care issues for the government to address?- Smoking/tobacco (teen smoking
2002,QN12_18,political_attitudes,political_attitudes,Variable-specific - see codebook,YES - Long/complex label,Political attitude scales - needs manual review per variable,Q.12 What do you think are the two most important health care issues for the government to address?- Alcohol/drinking too much
2002,QN12_19,political_attitudes,political_attitudes,Variable-specific - see codebook,YES - Long/complex label,Political attitude scales - needs manual review per variable,Q.12 What do you think are the two most important health care issues for the government to address?- Lack of exercise/inactivity
2002,QN12_20,political_attitudes,political_attitudes,Variable-specific - see codebook,YES - Long/complex label,Political attitude scales - needs manual review per variable,Q.12 What do you think are the two most important health care issues for the government to address?- Other lifestyle
2002,QN12_21,political_attitudes,political_attitudes,Variable-specific - see codebook,YES - Long/complex label,Political attitude scales - needs manual review per variable,Q.12 What do you think are the two most important health care issues for the government to address?- Cost of drugs/prescription drugs (paying fro rx)
2002,QN12_22,political_attitudes,political_attitudes,Variable-specific - see codebook,YES - Long/complex label,Political attitude scales - needs manual review per variable,Q.12 What do you think are the two most important health care issues for the government to address?- Cost/high cost (affordability/bills) (n.s.)
2002,QN12_23,political_attitudes,political_attitudes,Variable-specific - see codebook,YES - Long/complex label,Political attitude scales - needs manual review per variable,Q.12 What do you think are the two most important health care issues for the government to address?- Cost of healthcare/health services
2002,QN12_24,political_attitudes,political_attitudes,Variable-specific - see codebook,YES - Long/complex label,Political attitude scales - needs manual review per variable,Q.12 What do you think are the two most important health care issues for the government to address?- Cost of doctors (affording to go to doctor)
2002,QN12_25,political_attitudes,political_attitudes,Variable-specific - see codebook,YES - Long/complex label,Political attitude scales - needs manual review per variable,Q.12 What do you think are the two most important health care issues for the government to address?- Cost of insurance
2002,QN12_26,political_attitudes,political_attitudes,Variable-specific - see codebook,YES - Long/complex label,Political attitude scales - needs manual review per variable,Q.12 What do you think are the two most important health care issues for the government to address?- Cost of rx/healthcare for elderly/too high
2002,QN12_27,political_attitudes,political_attitudes,Variable-specific - see codebook,YES - Long/complex label,Political attitude scales - needs manual review per variable,Q.12 What do you think are the two most important health care issues for the government to address?- Other cost
2002,QN12_28,political_attitudes,political_attitudes,Variable-specific - see codebook,YES - Long/complex label,Political attitude scales - needs manual review per variable,Q.12 What do you think are the two most important health care issues for the government to address?- Lack of (healthcare) insurance (getting it/availability)
2002,QN12_29,political_attitudes,political_attitudes,Variable-specific - see codebook,YES - Long/complex label,Political attitude scales - needs manual review per variable,Q.12 What do you think are the two most important health care issues for the government to address?- Lack of national healthcare
2002,QN12_30,political_attitudes,political_attitudes,Variable-specific - see codebook,YES - Long/complex label,Political attitude scales - needs manual review per variable,Q.12 What do you think are the two most important health care issues for the government to address?- Lack of healthcare for poor/lower income/minorities
2002,QN12_32,political_attitudes,political_attitudes,Variable-specific - see codebook,YES - Long/complex label,Political attitude scales - needs manual review per variable,Q.12 What do you think are the two most important health care issues for the government to address?- Lack of insurance/healthcare for children
2002,QN12_33,political_attitudes,political_attitudes,Variable-specific - see codebook,YES - Long/complex label,Political attitude scales - needs manual review per variable,Q.12 What do you think are the two most important health care issues for the government to address?- Lack of healthcare/availability/not enough (unsp)
2002,QN12_34,political_attitudes,political_attitudes,Variable-specific - see codebook,YES - Long/complex label,Political attitude scales - needs manual review per variable,Q.12 What do you think are the two most important health care issues for the government to address?- Insurance/health insurance (n.s.)
2002,QN12_36,political_attitudes,political_attitudes,Variable-specific - see codebook,YES - Long/complex label,Political attitude scales - needs manual review per variable,Q.12 What do you think are the two most important health care issues for the government to address?- Medicare/changes
2002,QN12_37,political_attitudes,political_attitudes,Variable-specific - see codebook,YES - Long/complex label,Political attitude scales - needs manual review per variable,Q.12 What do you think are the two most important health care issues for the government to address?- Healthcare for elderly
2002,QN12_38,political_attitudes,political_attitudes,Variable-specific - see codebook,YES - Long/complex label,Political attitude scales - needs manual review per variable,Q.12 What do you think are the two most important health care issues for the government to address?- Lack of preventative care/programs to stay healthy
2002,QN12_39,political_attitudes,political_attitudes,Variable-specific - see codebook,YES - Long/complex label,Political attitude scales - needs manual review per variable,Q.12 What do you think are the two most important health care issues for the government to address?- Lack of quality healthcare/doctors who care
2002,QN12_40,political_attitudes,political_attitudes,Variable-specific - see codebook,YES - Long/complex label,Political attitude scales - needs manual review per variable,Q.12 What do you think are the two most important health care issues for the government to address?- Access to healthcare/health services
2002,QN12_41,political_attitudes,political_attitudes,Variable-specific - see codebook,YES - Long/complex label,Political attitude scales - needs manual review per variable,Q.12 What do you think are the two most important health care issues for the government to address?- Long term healthcare
2002,QN12_42,political_attitudes,political_attitudes,Variable-specific - see codebook,YES - Long/complex label,Political attitude scales - needs manual review per variable,Q.12 What do you think are the two most important health care issues for the government to address?- Insurance doesn't cover enough services/procedures (unsp)
2002,QN12_45,political_attitudes,political_attitudes,Variable-specific - see codebook,YES - Long/complex label,Political attitude scales - needs manual review per variable,Q.12 What do you think are the two most important health care issues for the government to address?- Lack of qualified medical professionals/doctors
2002,QN12_46,political_attitudes,political_attitudes,Variable-specific - see codebook,YES - Long/complex label,Political attitude scales - needs manual review per variable,Q.12 What do you think are the two most important health care issues for the government to address?- Other healthcare professionals
2002,QN12_47,political_attitudes,political_attitudes,Variable-specific - see codebook,YES - Long/complex label,Political attitude scales - needs manual review per variable,Q.12 What do you think are the two most important health care issues for the government to address?- Improper diet (high fat)
2002,QN12_48,political_attitudes,political_attitudes,Variable-specific - see codebook,YES - Long/complex label,Political attitude scales - needs manual review per variable,Q.12 What do you think are the two most important health care issues for the government to address?- Malnutrition
2002,QN12_49,political_attitudes,political_attitudes,Variable-specific - see codebook,YES - Long/complex label,Political attitude scales - needs manual review per variable,Q.12 What do you think are the two most important health care issues for the government to address?- Other poor nutrition
2002,QN12_50,political_attitudes,political_attitudes,Variable-specific - see codebook,YES - Long/complex label,Political attitude scales - needs manual review per variable,Q.12 What do you think are the two most important health care issues for the government to address?- Rx's/rx drugs (unsp)
2002,QN12_51,political_attitudes,political_attitudes,Variable-specific - see codebook,YES - Long/complex label,Political attitude scales - needs manual review per variable,Q.12 What do you think are the two most important health care issues for the government to address?- Rx's for elderly
2002,QN12_52,political_attitudes,political_attitudes,Variable-specific - see codebook,YES - Long/complex label,Political attitude scales - needs manual review per variable,Q.12 What do you think are the two most important health care issues for the government to address?- Lack of drugs/restrictive drug list
2002,QN12_53,political_attitudes,political_attitudes,Variable-specific - see codebook,YES - Long/complex label,Political attitude scales - needs manual review per variable,Q.12 What do you think are the two most important health care issues for the government to address?- Other prescription drugs
2002,QN12_54,political_attitudes,political_attitudes,Variable-specific - see codebook,YES - Long/complex label,Political attitude scales - needs manual review per variable,Q.12 What do you think are the two most important health care issues for the government to address?- Insurance companies (HMO's) making healthcare decisions
