year,raw_variable_name,label,matched_concepts,matched_keywords
2021,IMMVAL_d_W86,"IMMVAL_d_W86. Thinking about the issue of immigration, how important of a goal should each of the following be for immigration policy in the United States?Increasing security along the United States-Mexico border to reduce illegal crossings",immigration; border_immigration,immigration; border
2021,IMMVAL_i_W86,"IMMVAL_i_W86. Thinking about the issue of immigration, how important of a goal should each of the following be for immigration policy in the United States?Allowing immigrants who came to the country illegally as children to remain in the United States and",immigration; border_immigration,immigration; illegal
2021,IMMVAL_k_W86,"IMMVAL_k_W86. Thinking about the issue of immigration, how important of a goal should each of the following be for immigration policy in the United States?Making it easier for United States citizens or legal residents to sponsor a family member to immigrat",immigration; citizenship,immigration; citizen
2021,WORRYDPORT_W86,"WORRYDPORT_W86. Regardless of your own immigration or citizenship status, how much, if at all, do you worry that you, a family member, or a close friend could be deported?",immigration; citizenship,immigration; citizen
2021,IMMGEN2_W86,IMMGEN2. Immigrant Generations 2 (U.S. excludes born in Puerto Rico),immigration; generation,immigrant; generation
2021,IMMGEN_W86,IMMGEN. Immigrant Generations 1 (U.S. born includes born in Puerto Rico),immigration; generation,immigrant; generation
2021,FATHERNAT_W86,FATHERNAT_W86. Where was your FATHER born?,nativity,where was your father born
2021,MOTHERNAT_W86,MOTHERNAT_W86. Where was your MOTHER born?,nativity,where was your mother born
2021,SELFNAT_W86,SELFNAT_W86. Where were you born? [INCLUDES BACKCODED RESPONSES FOR MEXICO AND CUBA],nativity,where were you born
2021,NATIVITY1_W86,NATIVITY1. SELFNAT RECODED (U.S. born includes born in Puerto Rico),nativity; generation,nativity; u.s. born
2021,NATIVITY2_W86,NATIVITY2. SELFNAT RECODED (U.S. born excludes born in Puerto Rico),nativity; generation,nativity; u.s. born
2021,FINANCES_f_W86,"FINANCES_f_W86. Since the coronavirus outbreak began in February 2020, have any of the following happened to you?    Received government food assistance, such as SNAP benefits",political_attitudes,government
2021,F_PARTYLN_FINAL,Party lean,political_attitudes,party
2021,F_PARTYSUM_FINAL,Party summary,political_attitudes,party
2021,F_PARTY_FINAL,Party,political_attitudes,party
2021,POL1JBSTR_W86,POL1JBSTR_W86. Do you [IF POL1JB=1: approve; IF POL1JB=2: disapprove] of the way Joe Biden is handling his job as President…,political_attitudes,approve
2021,POL1JB_W86,POL1JB_W86. Do you approve or disapprove of the way Joe Biden is handling his job as President?,political_attitudes,approve
2021,BRDERJOB_MOD_W86,BRDERJOB_MOD_W86. How would you rate the job the United States government is doing dealing with the increased number of children and families seeking asylum at the United States border with Mexico?,political_attitudes; border_immigration,government; border
2023,FATHERNAT_W138,FATHERNAT_W138. Where was your FATHER born?,nativity,where was your father born
2023,MOTHERNAT_W138,MOTHERNAT_W138. Where was your MOTHER born?,nativity,where was your mother born
2023,F_PARTYLN_FINAL,Party lean,political_attitudes,party
2023,F_PARTYSUM_FINAL,Party summary,political_attitudes,party
2023,F_PARTY_FINAL,Party,political_attitudes,party
2023,F_REG,REG.   Voter registration,political_attitudes,vote
2023,JOY_f_W138,"JOY_f_W138. Supporting social or political causes // Regardless of how much time you spend on it, how much joy or fulfillment does each of the following bring to your life?",political_attitudes,political
